"item1_index","item2_index","item1_node_id","item2_node_id","embedding_similarity","cross_encoder_score","final_relationship_type","final_analysis","is_borderline","classification_source","llm_review_status","item1_node_type","item1_article_path","item1_article_title","item1_language","item1_topic_path","item1_source_element_path","item1_element_id","item1_conref_targets","item1_text","item2_node_type","item2_article_path","item2_article_title","item2_language","item2_topic_path","item2_source_element_path","item2_element_id","item2_conref_targets","item2_text","item1_original_content","item2_original_content"
"531","534","dita_document:17dea88f2d57a4b60d3c","dita_document:077b7de8fcc2bd80ecec","1.0","0.9998212","duplicate/semantic duplicate","Normalized node text is identical.","False","cross_encoder","not_needed","dita_document","note_c_0532.dita","Note","","","note_c_0532.dita","","","Note Remarque : Le titre du client (p. ex., M. , Mme ) est facultatif.","dita_document","note_c_0535.dita","Note","","","note_c_0535.dita","","","Note Remarque : Le titre du client(p. ex., M. , Mme ) est facultatif.","Note Remarque : Le titre du client (p. ex., M. , Mme ) est facultatif.","Note Remarque : Le titre du client(p. ex., M. , Mme ) est facultatif."
"635","4626","dita_document:3e7e277394c92df4e575","dita_document:d44be12cf94fa574376c","1.0","0.9998126","duplicate/semantic duplicate","Normalized node text is identical.","False","cross_encoder","not_needed","dita_document","note_c_0636.dita","Note","","","note_c_0636.dita","","","Note Avertissement : Une fois que vous avez décidé qu’un dossier doit être transmis à des fins d’enquête administrative, ne communiquez pas avec le client pour obtenir des renseignements supplémentaires ou prendre d'autres mesures concernant le dossier.","dita_document","note_c_4627.dita","Note","","","note_c_4627.dita","","","Note AVERTISSEMENT : Une fois que vous avez décidé qu’un dossier doit être transmis à des fins d’enquête administrative, ne communiquez pas avec le client pour obtenir des renseignements supplémentaires ou prendre d'autres mesures concernant le dossier.","Note Avertissement : Une fois que vous avez décidé qu’un dossier doit être transmis à des fins d’enquête administrative, ne communiquez pas avec le client pour obtenir des renseignements supplémentaires ou prendre d'autres mesures concernant le dossier.","Note AVERTISSEMENT : Une fois que vous avez décidé qu’un dossier doit être transmis à des fins d’enquête administrative, ne communiquez pas avec le client pour obtenir des renseignements supplémentaires ou prendre d'autres mesures concernant le dossier."
"1089","1091","dita_document:799e20f23aee0c295f60","dita_document:d258406c88a5114cacf6","1.0","0.998534","duplicate/semantic duplicate","Normalized node text is identical.","False","cross_encoder","not_needed","dita_document","note_c_1090.dita","Note","","","note_c_1090.dita","","","Note Remarque : Vous devez clarifier les renseignements contradictoires avant de verser une prestation. Si, après examen, vous déterminez qu'un client a donné des renseignements faux ou trompeurs au sujet de son état civil, consultez Processus de renvoi pour des enquêtes administratives - RPC (scénario) ou Processus de renvoi pour des enquêtes administratives - RPC (scénario) Processus de renvoi pour des enquêtes administratives - SV (scénario) Processus de renvoi pour des enquêtes administratives - RPC (scénario) Processus de renvoi pour des enquêtes administratives - SV (scénario)","dita_document","note_c_1092.dita","Note","","","note_c_1092.dita","","","Note Remarque : Vous devez clarifier les renseignements contradictoires avant de verser une prestation. Si, après examen, vous déterminez qu'un client a donné des renseignements faux ou trompeurs au sujet de son état civil, consultez Processus de renvoi pour des enquêtes administratives – RPC (scénario) ou Processus de renvoi pour des enquêtes administratives – RPC (scénario) Processus de renvoi pour des enquêtes administratives SV (scénario) Processus de renvoi pour des enquêtes administratives – RPC (scénario) Processus de renvoi pour des enquêtes administratives SV (scénario)","Note Remarque : Vous devez clarifier les renseignements contradictoires avant de verser une prestation. Si, après examen, vous déterminez qu'un client a donné des renseignements faux ou trompeurs au sujet de son état civil, consultez Processus de renvoi pour des enquêtes administratives - RPC (scénario) ou Processus de renvoi pour des enquêtes administratives - RPC (scénario) Processus de renvoi pour des enquêtes administratives - SV (scénario) Processus de renvoi pour des enquêtes administratives - RPC (scénario) Processus de renvoi pour des enquêtes administratives - SV (scénario)","Note Remarque : Vous devez clarifier les renseignements contradictoires avant de verser une prestation. Si, après examen, vous déterminez qu'un client a donné des renseignements faux ou trompeurs au sujet de son état civil, consultez Processus de renvoi pour des enquêtes administratives – RPC (scénario) ou Processus de renvoi pour des enquêtes administratives – RPC (scénario) Processus de renvoi pour des enquêtes administratives SV (scénario) Processus de renvoi pour des enquêtes administratives – RPC (scénario) Processus de renvoi pour des enquêtes administratives SV (scénario)"
"1133","3142","dita_document:9498c1d7d4b437bbd57e","dita_document:4efc56276401d0b4fce3","1.0","0.99958056","duplicate/semantic duplicate","Normalized node text is identical.","False","cross_encoder","not_needed","dita_document","note_c_1134.dita","Note","","","note_c_1134.dita","","","Note Remarque pour le personnel des OI : Avant d'autoriser le dossier de demande en vertu d'un AISS, vous devez ajouter et activer toutes périodes admissibles à l'étranger dans le DME. Consultez Période admissible à l'étranger — ajouter, afficher, modifier et supprimer dans Cúram (démarche) Période admissible à l'étranger — ajouter, afficher, modifier et supprimer dans Cúram (démarche)","dita_document","note_c_3143.dita","Note","","","note_c_3143.dita","","","Note Remarque pour le personnel des OI : Avant d'autoriser le dossier de demande en vertu d'un AISS, vous devez ajouter et activer toutes périodes admissibles à l'étranger dans le DME. Consultez Période admissible à l'étranger – ajouter, afficher, modifier et supprimer dans Cúram (démarche) Période admissible à l'étranger – ajouter, afficher, modifier et supprimer dans Cúram (démarche)","Note Remarque pour le personnel des OI : Avant d'autoriser le dossier de demande en vertu d'un AISS, vous devez ajouter et activer toutes périodes admissibles à l'étranger dans le DME. Consultez Période admissible à l'étranger — ajouter, afficher, modifier et supprimer dans Cúram (démarche) Période admissible à l'étranger — ajouter, afficher, modifier et supprimer dans Cúram (démarche)","Note Remarque pour le personnel des OI : Avant d'autoriser le dossier de demande en vertu d'un AISS, vous devez ajouter et activer toutes périodes admissibles à l'étranger dans le DME. Consultez Période admissible à l'étranger – ajouter, afficher, modifier et supprimer dans Cúram (démarche) Période admissible à l'étranger – ajouter, afficher, modifier et supprimer dans Cúram (démarche)"
"1615","1616","dita_document:cc88261475e9c06c7324","dita_document:64ca54c849b58a4efae0","1.0","0.99979883","duplicate/semantic duplicate","Normalized node text is identical.","False","cross_encoder","not_needed","dita_document","note_c_1616.dita","Note","","","note_c_1616.dita","","","Note Alerte de pénalité administrative : Cette procédure est réservée au personnel désigné des pénalités. Pour vous assurer d'être autorisé à poursuivre, consultez la Liste des contacts désignés pour les pénalités Lien de téléchargement (PDF, 96 Ko) KA-05033 . Liste des contacts désignés pour les pénalités Liste des contacts désignés pour les pénalités","dita_document","note_c_1617.dita","Note","","","note_c_1617.dita","","","Note Alerte de pénalité administrative : Cette procédure est réservée au personnel désigné des pénalités. Pour vous assurer d'être autorisé à poursuivre, consultez la Liste des contacts désignés pour les pénalités Lien de téléchargement (PDF, 96 Ko) KA-05033 . Liste des contacts désignés pour les pénalités Liste des contacts désignés pour les pénalités","Note Alerte de pénalité administrative : Cette procédure est réservée au personnel désigné des pénalités. Pour vous assurer d'être autorisé à poursuivre, consultez la Liste des contacts désignés pour les pénalités Lien de téléchargement (PDF, 96 Ko) KA-05033 . Liste des contacts désignés pour les pénalités Liste des contacts désignés pour les pénalités","Note Alerte de pénalité administrative : Cette procédure est réservée au personnel désigné des pénalités. Pour vous assurer d'être autorisé à poursuivre, consultez la Liste des contacts désignés pour les pénalités Lien de téléchargement (PDF, 96 Ko) KA-05033 . Liste des contacts désignés pour les pénalités Liste des contacts désignés pour les pénalités"
"1740","1745","dita_document:bd477f54be426e8faf69","dita_document:61772392d3aa3355549c","1.0","0.99974585","duplicate/semantic duplicate","Normalized node text is identical.","False","cross_encoder","not_needed","dita_document","note_c_1741.dita","Note","","","note_c_1741.dita","","","Note Remarque : Si le prestataire a plus de 60 ans, ajoutez une note au SERTI avec la mention Important qui énonce ce qui suit: Protégez la demande de pension de RET jusqu'au (mois ou la prestation d'INV a cessé) si elle est reçue dans les 90 suivant la date de la lettre de décision de cessation.","dita_document","note_c_1746.dita","Note","","","note_c_1746.dita","","","Note Remarque : Si le prestataire a plus de 60 ans, ajoutez une note au SERTI avec la mention Important qui énonce ce qui suit : Protégez la demande de pension de RET jusqu'au (mois ou la prestation d'INV a cessé) si elle est reçue dans les 90 suivant la date de la lettre de décision de cessation.","Note Remarque : Si le prestataire a plus de 60 ans, ajoutez une note au SERTI avec la mention Important qui énonce ce qui suit: Protégez la demande de pension de RET jusqu'au (mois ou la prestation d'INV a cessé) si elle est reçue dans les 90 suivant la date de la lettre de décision de cessation.","Note Remarque : Si le prestataire a plus de 60 ans, ajoutez une note au SERTI avec la mention Important qui énonce ce qui suit : Protégez la demande de pension de RET jusqu'au (mois ou la prestation d'INV a cessé) si elle est reçue dans les 90 suivant la date de la lettre de décision de cessation."
"2067","2072","dita_document:33f24c73fb33cab1523d","dita_document:ae9289d8e5232aa14e70","1.0","0.99985564","duplicate/semantic duplicate","Normalized node text is identical.","False","cross_encoder","not_needed","dita_document","note_c_2068.dita","Note","","","note_c_2068.dita","","","Note Avertissement : Critères de sélection pour la procédure accélérée : Tous les cas","dita_document","note_c_2073.dita","Note","","","note_c_2073.dita","","","Note Avertissement : Critères de sélection pour la procédure accélérée : Tous les cas.","Note Avertissement : Critères de sélection pour la procédure accélérée : Tous les cas","Note Avertissement : Critères de sélection pour la procédure accélérée : Tous les cas."
"2536","2537","dita_document:eae4b46e8d17c40bc8b4","dita_document:301d9a87382b46144fa1","1.0","0.99981344","duplicate/semantic duplicate","Normalized node text is identical.","False","cross_encoder","not_needed","dita_document","note_c_2537.dita","Callout","","","note_c_2537.dita","","","Callout Exemples : OAS -CIC.RRRR.BASIC.AaaaB.123456789012.pdf ou OAS -CIC.RRRR.COMPLEX.AaaaB.123456789012.pdf","dita_document","note_c_2538.dita","Callout","","","note_c_2538.dita","","","Callout Exemples : OAS- CIC .RRRR.BASIC.AaaaB.123456789012.pdf ou OAS- CIC .RRRR.COMPLEX.AaaaB.123456789012.pdf","Callout Exemples : OAS -CIC.RRRR.BASIC.AaaaB.123456789012.pdf ou OAS -CIC.RRRR.COMPLEX.AaaaB.123456789012.pdf","Callout Exemples : OAS- CIC .RRRR.BASIC.AaaaB.123456789012.pdf ou OAS- CIC .RRRR.COMPLEX.AaaaB.123456789012.pdf"
"2538","2539","dita_document:13a625296855a2a57a64","dita_document:73075bb5b0d56a22761e","1.0","0.99981344","duplicate/semantic duplicate","Normalized node text is identical.","False","cross_encoder","not_needed","dita_document","note_c_2539.dita","Callout","","","note_c_2539.dita","","","Callout Exemples : OAS-CIC. RRRR .BASIC.AaaaB.123456789012.pdf ou OAS-CIC. RRRR .COMPLEX.AaaaB.123456789012.pdf","dita_document","note_c_2540.dita","Callout","","","note_c_2540.dita","","","Callout Exemples : OAS-CIC.RRRR. BASIC .AaaaB.123456789012.pdf ou OAS-CIC.RRRR. COMPLEX .AaaaB.123456789012.pdf","Callout Exemples : OAS-CIC. RRRR .BASIC.AaaaB.123456789012.pdf ou OAS-CIC. RRRR .COMPLEX.AaaaB.123456789012.pdf","Callout Exemples : OAS-CIC.RRRR. BASIC .AaaaB.123456789012.pdf ou OAS-CIC.RRRR. COMPLEX .AaaaB.123456789012.pdf"
"2803","2806","dita_document:76d8f507a4b92efdda7e","dita_document:a96ad7c053dbd3d53785","1.0","0.99990755","duplicate/semantic duplicate","Normalized node text is identical.","False","cross_encoder","not_needed","dita_document","note_c_2804.dita","Note","","","note_c_2804.dita","","","Note Remarque : Aucun nouveau paiement prioritaire manuel ne peut être émis pour cette subvention après le 31 mars 2023 .","dita_document","note_c_2807.dita","Note","","","note_c_2807.dita","","","Note Remarque : Aucun nouveau paiement prioritaire manuel ne peut être émis pour cette subvention après le 31 mars 2023.","Note Remarque : Aucun nouveau paiement prioritaire manuel ne peut être émis pour cette subvention après le 31 mars 2023 .","Note Remarque : Aucun nouveau paiement prioritaire manuel ne peut être émis pour cette subvention après le 31 mars 2023."
"2922","3004","dita_document:5bab70d4595c3025c131","dita_document:cbcb8a9e609292b80778","1.0","0.9996997","duplicate/semantic duplicate","Normalized node text is identical.","False","cross_encoder","not_needed","dita_document","note_c_2923.dita","Note","","","note_c_2923.dita","","","Note Remarque : Comme il n’y a pas d’accès aux tierces parties dans MDSC, un curateur , un tuteur ou un autre représentant légal ne peut pas agir en ligne au nom d’un client. Les tierces parties ne peuvent agir que pour le compte d’un client : en personne; par courrier; ou par téléphone.","dita_document","note_c_3005.dita","Note","","","note_c_3005.dita","","","Note Remarque : Comme il n’y a pas d’accès aux tierces parties dans MDSC, un curateur, un tuteur ou un autre représentant légal ne peut pas agir en ligne au nom d’un client. Les tierces parties ne peuvent agir que pour le compte d’un client : en personne; par courrier; ou par téléphone.","Note Remarque : Comme il n’y a pas d’accès aux tierces parties dans MDSC, un curateur , un tuteur ou un autre représentant légal ne peut pas agir en ligne au nom d’un client. Les tierces parties ne peuvent agir que pour le compte d’un client : en personne; par courrier; ou par téléphone.","Note Remarque : Comme il n’y a pas d’accès aux tierces parties dans MDSC, un curateur, un tuteur ou un autre représentant légal ne peut pas agir en ligne au nom d’un client. Les tierces parties ne peuvent agir que pour le compte d’un client : en personne; par courrier; ou par téléphone."
"3204","3209","dita_document:0661b694608c2c97fc1a","dita_document:28f6ff9a55c4da34998b","1.0","0.9986862","duplicate/semantic duplicate","Normalized node text is identical.","False","cross_encoder","not_needed","dita_document","note_c_3205.dita","Note","","","note_c_3205.dita","","","Note Remarque : Si le commis de soutien aux programmes ne peut pas valider la date de naissance, il doit acheminer le dossier à un APSC une fois que la deuxième période de rappel est expirée. Dans le cas d'une demande de prestations en cas de maladie en phase terminale, il doit acheminer le dossier à un APSC immédiatement.: N'ajoutez pas de date de rappel. L' APSC effectue la simulation de la période minimale d'admissibilité (PMA) pour une prestation d' INV ; la PIAR requiert un calcul manuel de la PMA. Si un évaluateur médical approuve la demande de prestations d'invalidité du RPC du demandeur, l' APSC doit aviser le demandeur que le Ministère ne peut pas verser les paiements de prestation avant de recevoir la preuve de naissance.","dita_document","note_c_3210.dita","Note","","","note_c_3210.dita","","","Note Remarque : Si le commis de soutien aux programmes ne peut pas valider la date de naissance, il doit acheminer le dossier à un APSC une fois que la deuxième période de rappel est expirée. Dans le cas d'une demande de prestations en cas de maladie en phase terminale, il doit acheminer le dossier à un APSC immédiatement. N'ajoutez pas de date de rappel. L' APSC effectue la simulation de la période minimale d'admissibilité (PMA) pour une prestation d' INV ; la PIAR requiert un calcul manuel de la PMA. Si un évaluateur médical approuve la demande de prestations d'invalidité du RPC du demandeur, l' APSC doit aviser le demandeur que le Ministère ne peut pas verser les paiements de prestation avant de recevoir la preuve de naissance.","Note Remarque : Si le commis de soutien aux programmes ne peut pas valider la date de naissance, il doit acheminer le dossier à un APSC une fois que la deuxième période de rappel est expirée. Dans le cas d'une demande de prestations en cas de maladie en phase terminale, il doit acheminer le dossier à un APSC immédiatement.: N'ajoutez pas de date de rappel. L' APSC effectue la simulation de la période minimale d'admissibilité (PMA) pour une prestation d' INV ; la PIAR requiert un calcul manuel de la PMA. Si un évaluateur médical approuve la demande de prestations d'invalidité du RPC du demandeur, l' APSC doit aviser le demandeur que le Ministère ne peut pas verser les paiements de prestation avant de recevoir la preuve de naissance.","Note Remarque : Si le commis de soutien aux programmes ne peut pas valider la date de naissance, il doit acheminer le dossier à un APSC une fois que la deuxième période de rappel est expirée. Dans le cas d'une demande de prestations en cas de maladie en phase terminale, il doit acheminer le dossier à un APSC immédiatement. N'ajoutez pas de date de rappel. L' APSC effectue la simulation de la période minimale d'admissibilité (PMA) pour une prestation d' INV ; la PIAR requiert un calcul manuel de la PMA. Si un évaluateur médical approuve la demande de prestations d'invalidité du RPC du demandeur, l' APSC doit aviser le demandeur que le Ministère ne peut pas verser les paiements de prestation avant de recevoir la preuve de naissance."
