item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,final_analysis,is_borderline,classification_source,llm_review_status,item1_node_type,item1_article_path,item1_article_title,item1_language,item1_topic_path,item1_source_element_path,item1_element_id,item1_conref_targets,item2_node_type,item2_article_path,item2_article_title,item2_language,item2_topic_path,item2_source_element_path,item2_element_id,item2_conref_targets,item1_text,item2_text
2470,2474,dita_document:13d61af5e4e31b932eb3,dita_document:753c2b7abed1fb090689,1.0000001192092896,0.99988765,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_2471.dita,Warning,,,note_c_2471.dita,,,dita_document,note_c_2475.dita,Warning,,,note_c_2475.dita,,,"Warning Warning: If fraudulent activity is suspected on an EI or EI ERB claim, the officer does not change the address or transfer the claim. For more information, the officer refers to Fraud indicators: Identifying potentially fraudulent claims — Knowledge . Fraud indicators: Identifying potentially fraudulent claims — Knowledge Fraud indicators: Identifying potentially fraudulent claims — Knowledge","Warning Warning: If fraudulent activity is suspected on an EI or EI ERB claim, the officer does not change the address or transfer the claim. For more information, the officer refers to Fraud indicators: Identifying potentially fraudulent claims — Knowledge . Fraud indicators: Identifying potentially fraudulent claims — Knowledge Fraud indicators: Identifying potentially fraudulent claims — Knowledge"
2650,3353,dita_document:c9d75a2a7411ccf995f6,dita_document:f841f6e4f64892c055bf,1.0000001192092896,0.9999127,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_2651.dita,Note,,,note_c_2651.dita,,,dita_document,note_c_3354.dita,Note,,,note_c_3354.dita,,,"Note Note: A claim is considered to be compromised when the client’s information (address or direct deposit information) has been changed. If the claim is compromised, impose an MA71.","Note Note: A claim is considered to be compromised when the client’s information (address or direct deposit information) has been changed. If the claim is compromised, impose an MA71."
2693,3312,dita_document:d05ccbdcfca9ac1a8cde,dita_document:2917731c9e63ece71992,1.0000001192092896,0.9999496,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_2694.dita,Important,,,note_c_2694.dita,,,dita_document,note_c_3313.dita,Important,,,note_c_3313.dita,,,"Important Important: Before imposing a D71, confirm that the file does not already include one. In such cases, if a transaction is entered to impose a D71, the existing D71 will be cancelled.","Important Important: Before imposing a D71, confirm that the file does not already include one. In such cases, if a transaction is entered to impose a D71, the existing D71 will be cancelled."
3262,4981,dita_document:c5997cf2e26188a23619,dita_document:1bf3be5b1bd5a7687594,1.0000001192092896,0.9997932,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_3263.dita,Example,,,note_c_3263.dita,,,dita_document,note_c_4982.dita,Example,,,note_c_4982.dita,,,"Example Example: Mary’s LDP was September 25, 2020 (w/c 2257). Her I of E is in w/c 2257, she submitted her EI application on September 26, 2020, and her BPC will be September 27, 2020 (w/c 2258). There are 3 contentious ROEs on Mary’s file: ROE 1: LDP September 25, 2020 (w/c 2257). ROE 2: LDP July 17, 2020 (w/c 2247). ROE 3: LDP May 31, 2020 (w/c 2241). To determine which RFS to adjudicate, the officer subtracts 12 weeks from w/c 2257 (week of the I of E). For the example above, the formula is as follows: w/c 2257 (I of E) – 12 = w/c 2245. This determines a 12-week period falling before the Sunday of the I of E that encompasses the weeks from w/c 2245 to w/c 2256. The officer follows normal procedures and adjudicates ROE 1, which is the most recent ROE in the QP, and ROE 2, as it falls between w/c 2245 and w/c 2256, the 12-week period. The officer allows any contentious RFS that occurs before the 12-week period. ROE 3 is before the 12-week period, so the officer allows the RFS by following the steps of Adjudication not required — Reason for separation (RFS) beyond 12 weeks . Adjudication not required — Reason for separation (RFS) beyond 12 weeks Adjudication not required — Reason for separation (RFS) beyond 12 weeks","Example Example: Mary’s LDP was September 25, 2020 (w/c 2257). Her I of E is in w/c 2257, she submitted her EI application on September 26, 2020, and her BPC will be September 27, 2020 (w/c 2258). There are 3 contentious ROEs on Mary’s file: ROE 1: LDP September 25, 2020 (w/c 2257). ROE 2: LDP July 17, 2020 (w/c 2247). ROE 3: LDP May 31, 2020 (w/c 2241). To determine which RFS to adjudicate, the officer subtracts 12 weeks from w/c 2257 (week of the I of E). For the example above, the formula is as follows: w/c 2257 (I of E) – 12 = w/c 2245. This determines a 12-week period falling before the Sunday of the I of E that encompasses the weeks from w/c 2245 to w/c 2256. The officer follows normal procedures and adjudicates ROE 1, which is the most recent ROE in the QP, and ROE 2, as it falls between w/c 2245 and w/c 2256, the 12-week period. The officer allows any contentious RFS that occurs before the 12-week period. ROE 3 is before the 12-week period, so the officer allows the RFS by following the steps of Adjudication not required — Reason for separation (RFS) beyond 12 weeks . Adjudication not required — Reason for separation (RFS) beyond 12 weeks Adjudication not required — Reason for separation (RFS) beyond 12 weeks"
3354,3928,dita_document:c48c2c8ad30ca2fdfa75,dita_document:ac4aa43973ad2f9d1dcb,1.0000001192092896,0.9998889,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_3355.dita,Note,,,note_c_3355.dita,,,dita_document,note_c_3929.dita,Note,,,note_c_3929.dita,,,"Note Note: If error code C072: Invalid Claim action or Action field (C072) is displayed when inputting the Renewal/Revised (M106) transaction, the D71 cannot be imposed. Go to step 17.","Note Note: If error code C072: Invalid Claim action or Action field (C072) is displayed when inputting the Renewal/Revised (M106) transaction, the D71 cannot be imposed. Go to step 17."
3396,3397,dita_document:ce26b596fb598c78f5b7,dita_document:9c9109de82f241640bec,1.0000001192092896,0.99981636,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_3397.dita,Note,,,note_c_3397.dita,,,dita_document,note_c_3398.dita,Note,,,note_c_3398.dita,,,"Note Note: To calculate an allocation, refer to Earnings . Earnings Earnings","Note Note: To calculate an allocation, refer to Earnings . Earnings Earnings"
4931,4950,dita_document:ad9f7eaf0e65ff6aeefc,dita_document:e4e8a24334f4a113074d,1.0000001192092896,0.9997974,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed,dita_document,note_c_4932.dita,Example 1,,,note_c_4932.dita,,,dita_document,note_c_4951.dita,Example 1,,,note_c_4951.dita,,,"Example 1 Example 1: Peter’s LDP was September 28, 2021 (w/c 2310) with 2 employers. Three periods of employment are provided on his EI application. Peter declared Employer 1 as his last employer and the RFS is shortage of work. In the Other Employers section of the application, Peter declared Employer 2 and the RFS is voluntary leaving. He also declared Employer 3 and the RFS is dismissal. The interruption of earnings (I of E) is in w/c 2310, and he applied for benefits on September 29, 2021. His BPC is September 26, 2021 (w/c 2310). There are 2 contentious ROEs on Peter’s file: Employer 1: The LDP is September 28, 2021 (w/c 2309). The RFS is A . Employer 2: The LDP is September 28, 2021 (w/c 2309). The RFS is E . Employer 3: The LDP is May 19, 2021 (w/c 2291). The RFS is M . Employer 1 and Employer 2 have the same LDP. The RFS with Employer 1 is non-contentious, so adjudication is not required for Employer 2. ACP automatically resolves the RFS for Employer 2 and creates a ROD that shows Adjudication not required . The RFS with Employer 3 is contentious and is in the QP. However, because it is not the last employer in the QP, adjudication is not required. ACP creates a ROD that shows Adjudication not required . All ROEs are included in the calculation of the claim.","Example 1 Example 1: Peter’s LDP was September 28, 2021 (w/c 2310) with 2 employers. Three periods of employment are provided on his EI application. Peter declared Employer 1 as his last employer and the RFS is shortage of work. In the Other Employers section of the application, Peter declared Employer 2 and the RFS is voluntary leaving. He also declared Employer 3 and the RFS is dismissal. The interruption of earnings (I of E) is in w/c 2310, and he applied for benefits on September 29, 2021. His BPC is September 26, 2021 (w/c 2310). There are 2 contentious ROEs on Peter’s file: Employer 1: The LDP is September 28, 2021 (w/c 2309). The RFS is A . Employer 2: The LDP is September 28, 2021 (w/c 2309). The RFS is E . Employer 3: The LDP is May 19, 2021 (w/c 2291). The RFS is M . Employer 1 and Employer 2 have the same LDP. The RFS with Employer 1 is non-contentious, so adjudication is not required for Employer 2. ACP automatically resolves the RFS for Employer 2 and creates a ROD that shows Adjudication not required . The RFS with Employer 3 is contentious RFS and is in the QP. However, because it is not the last employer in the QP, adjudication is not required. ACP creates a ROD that shows Adjudication not required . All ROEs are included in the calculation of the claim."
19,53,dita_document:2b99abffda69aa694b37,dita_document:12e06651a812bdca6eb4,1.0,0.99968016,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0020.dita,Note,,,note_c_0020.dita,,,dita_document,note_c_0054.dita,Note,,,note_c_0054.dita,,,"Note Note: When the recalculation of a claim is required, the officer follows the normal calculation assessment procedures and refers to Recalculation: Assessment — Instructions and the Recalculation input guide – SSA version if necessary. A claim requiring a recalculation must be assessed in the same manner as a claim requiring an initial calculation. Recalculation: Assessment — Instructions Recalculation input guide – SSA version Recalculation: Assessment — Instructions Recalculation input guide – SSA version","Note Note: When the recalculation of a claim is required, the officer follows the normal calculation assessment procedures and refers to Recalculation: Assessment — Instructions and the Recalculation input guide - SSA version if necessary. A claim requiring a recalculation must be assessed in the same manner as a claim requiring an initial calculation. Recalculation: Assessment — Instructions Recalculation input guide - SSA version Recalculation: Assessment — Instructions Recalculation input guide - SSA version"
33,36,dita_document:1b7fd146d606440812b8,dita_document:f8fa669a5ef26e37f114,1.0,0.99968994,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0034.dita,Note,,,note_c_0034.dita,,,dita_document,note_c_0037.dita,Note,,,note_c_0037.dita,,,"Note Note: A client must meet the entitlement conditions for each week of parental benefits requested. If the officer is informed that the client is no longer caring for the child during the PW, the officer imposes a definite or indefinite 34 - Parental benefits entitlement conditions not met disentitlement (D34) starting the Monday after the week in which the client is no longer entitled to benefits. For more information, the officer refers to Determining entitlement to parental benefits when the client is no longer caring for the child . Determining entitlement to parental benefits when the client is no longer caring for the child Determining entitlement to parental benefits when the client is no longer caring for the child","Note Note: A client must meet the entitlement conditions for each week of parental benefits requested. If the officer is informed that the client is no longer caring for the child during the PW, the officer imposes a definite or indefinite 34 - Parental benefits entitlement conditions not met disentitlement (D34) starting the Monday after the week in which the client is no longer entitled to benefits. For more information, the officer refers to Determining entitlement to parental benefits when the client is no longer caring for the child . Determining entitlement to parental benefits when the client is no longer caring for the child Determining entitlement to parental benefits when the client is no longer caring for the child"
135,1487,dita_document:ba2365879abb405904fe,dita_document:1cd65f763bae3e778a06,1.0,0.99988997,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0136.dita,Note,,,note_c_0136.dita,,,dita_document,note_c_1488.dita,Note,,,note_c_1488.dita,,,Note Note: The calculation of the reduced rate is based on 33% of the client’s weekly insurable earnings rather than 55%. The benefit rate can be increased if the family supplement benefit rate applies. The benefit rate cannot exceed the maximum benefit rate . maximum benefit rate maximum benefit rate,Note Note: The calculation of the reduced rate is based on 33% of the client’s weekly insurable earnings rather than 55%. The benefit rate can be increased if the family supplement benefit rate applies. The benefit rate cannot exceed the maximum benefit rate maximum benefit rate maximum benefit rate
136,3123,dita_document:43e3ec74932a838ad595,dita_document:a31e3513e8b6c36e42e1,1.0,0.99987376,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0137.dita,Note,,,note_c_0137.dita,,,dita_document,note_c_3124.dita,Note,,,note_c_3124.dita,,,"Note Note: Even if the second parent’s claim is antedated to a date before the first parent’s claim, the type of parental benefits chosen by the first parent is still the type of benefits both parents will receive.","Note Note: Even if the second parent's claim is antedated to a date before the first parent's claim, the type of parental benefits chosen by the first parent is still the type of benefits both parents will receive."
137,1484,dita_document:27f0ebd31cffb4c39640,dita_document:b4cbb89add78bce67aeb,1.0,0.9998715,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0138.dita,Note,,,note_c_0138.dita,,,dita_document,note_c_1485.dita,Note,,,note_c_1485.dita,,,Note Note: The Parental Benefits Validation screen only displays linked SINs. The other parent’s SIN provided on AppliWeb or MSCA or input in FTS is not displayed in the screen until it has been linked to the other parent’s SIN by the parental benefits validation process which only occurs once the claims are finalized.,"Note Note: The Parental Benefits Validation screen only displays linked SINs. The other parent’s SIN provided on AppliWeb or MSCA or input in FTS, is not displayed in the screen until it has been linked to the other parent’s SIN by the parental benefits validation process, which only occurs once the claims are finalized."
160,4645,dita_document:b560906a0487d65e3291,dita_document:a428f9428c53b739dc13,1.0,0.9993542,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0161.dita,Note,,,note_c_0161.dita,,,dita_document,note_c_4646.dita,Note,,,note_c_4646.dita,,,"Note Note: As of October 20, 2025, electronic Notices of Debt are now in use. Clients with debts who opt for electronic delivery automatically receive email notifications and can access their debt statements in their MSCA inbox. These clients no longer receive paper statements. Instead, they are notified by email whenever a new statement is available. A Notice of Debt is considered delivered once it is deposited into the MSCA inbox and made accessible to the client. To determine the statement delivery method, the officer refers to the Display Interaction History screen in PSCD. The indicator at the bottom left of the monthly statement of account or the Notice of Debt is P if the document was mailed, or E if it was issued electronically.","Note Note: As of October 20,2025, electronic Notices of Debt are now in use. Clients with debts who opt for electronic delivery automatically receive email notifications and can access their debt statements in their MSCA inbox. These clients no longer receive paper statements. Instead, they are notified by email whenever a new statement is available. A Notice of Debt is considered delivered once it is deposited into the MSCA inbox and made accessible to the client. To determine the statement delivery method, the officer refers to the Display Interaction History screen in PSCD. The indicator at the bottom left of the monthly statement of account or the Notice of Debt is P if the document was mailed, or E if it was issued electronically."
163,3236,dita_document:308aed5517edce702499,dita_document:c76abc518d8e5ed76af3,1.0,0.9998367,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0164.dita,Note,,,note_c_0164.dita,,,dita_document,note_c_3237.dita,Note,,,note_c_3237.dita,,,Note Note: For claims with BPCs between w/c 2310 and w/c 2361 excluded ROEs only apply to SE benefits and fishing claims.,"Note Note: For claims with BPCs between w/c 2310 and w/c 2361, excluded ROEs only apply to SE benefits and Fishing claims."
333,351,dita_document:9b755ebea2be87d2f1df,dita_document:1b7dd89f87da437a48f4,1.0,0.9993318,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0334.dita,Note,,,note_c_0334.dita,,,dita_document,note_c_0352.dita,Note,,,note_c_0352.dita,,,Note Note: Availability must also be adjudicated when the client is out of Canada and in receipt of regular benefits. Please refer to the Availability section of this policy. Availability The client is only entitled to benefits for a maximum of 7 days to visit an immediate family member who is seriously ill or injured. The additional 7 days to attend the funeral of that immediate family member cannot include any time period before the death of the immediate family member. Refer to sub-section 10.11.8.1 of the Digest of Benefit Entitlement Principles for additional guidance on the above situation and counting the days. sub-section 10.11.8.1 of the Digest of Benefit Entitlement Principles Availability sub-section 10.11.8.1 of the Digest of Benefit Entitlement Principles,Note Note: Availability must also be adjudicated when the client is out of Canada and in receipt of regular benefits. Please refer to the Availability section of this policy. Availability The client is only entitled to benefits for a maximum of 7 days to visit an immediate family member who is seriously ill or injured. The additional 7 days to attend the funeral of that immediate family member cannot include any time period before the death of the immediate family member. Refer to sub-section 10.11.8.1 of the Digest of Benefit Entitlement Principles for additional guidance on the above situation and counting the days. sub-section 10.11.8.1 of the Digest of Benefit Entitlement Principles Availability sub-section 10.11.8.1 of the Digest of Benefit Entitlement Principles
583,2990,dita_document:9c0f4e9c236e90399f98,dita_document:a58e2e1a724c0f9057a7,1.0,0.9998024,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0584.dita,Note,,,note_c_0584.dita,,,dita_document,note_c_2991.dita,Note,,,note_c_2991.dita,,,"Note Note: Although 6 is not listed in the options menu; by pressing it, the officer is directed to a Client Service Representative, who is dedicated to assisting Service Canada with ROE corrections.","Note Note: Although 6 is not listed in the options menu, by pressing it, the officer is directed to a Client Service Representative, who is dedicated to assisting Service Canada with ROE corrections."
