family,pair,classification,source_a,source_b,lexical_jaccard_resolved,review_signals,shared_exact_blocks,longest_shared_block_words,example_shared_block,example_element1,example_element2,raw_normalized_equal,resolved_legacy_normalized_equal,either_has_conref,resolved_surface_equal,resolved_structure_equal,inherited_context_difference
What you need to know,M–F,heading_only,en_EN/task/roe_dismissal/what_you_need_to_know.dita,en_EN/task/completing_roe_fishing_roe/what_you_need_to_know.dita,0.0,inherited_context_difference,0,0,,,,True,True,False,True,True,True
What you need to know,M–S,heading_only,en_EN/task/roe_dismissal/what_you_need_to_know.dita,en_EN/task/completing_roe_strike_lockout/what_you_need_to_know.dita,0.0,inherited_context_difference,0,0,,,,True,True,False,True,True,True
What you need to know,N–F,heading_only,en_EN/task/roe_loa/what_you_need_to_know.dita,en_EN/task/completing_roe_fishing_roe/what_you_need_to_know.dita,0.0,inherited_context_difference,0,0,,,,True,True,False,True,True,True
What you need to know,N–S,heading_only,en_EN/task/roe_loa/what_you_need_to_know.dita,en_EN/task/completing_roe_strike_lockout/what_you_need_to_know.dita,0.0,inherited_context_difference,0,0,,,,True,True,False,True,True,True
What you need to know,F–S,heading_only,en_EN/task/completing_roe_fishing_roe/what_you_need_to_know.dita,en_EN/task/completing_roe_strike_lockout/what_you_need_to_know.dita,0.0,inherited_context_difference,0,0,,,,True,True,False,True,True,True
What you need to know / Linking the ROE and matching employment,C–E,template_variant_candidate,en_EN/task/roe_rts/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_quit/linking_the_roe_and_the_matching_period_f71580ff.dita,0.937888,numbers|reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,C–G,template_variant_candidate,en_EN/task/roe_rts/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_retirement/linking_the_roe_and_the_matching_period_f71580ff.dita,0.937888,numbers|reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,C–K,template_variant_candidate,en_EN/task/roe_rts/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_other/linking_the_roe_and_the_matching_period_f71580ff.dita,0.931677,numbers|reference_targets|inherited_context_difference,2,17,There may be more than one ROE but only one period of employment for the same employer.,/conbody/p[7],/conbody/p[7],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,C–M,template_variant_candidate,en_EN/task/roe_rts/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_dismissal/linking_the_roe_and_the_matching_period_e21c3afb.dita,0.937888,numbers|reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,C–N,template_variant_candidate,en_EN/task/roe_rts/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_loa/linking_the_roe_and_the_matching_period_f71580ff.dita,0.937888,numbers|reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,C–F,template_variant_candidate,en_EN/task/roe_rts/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/completing_roe_fishing_roe/linking_the_roe_and_the_matching_period_f71580ff.dita,0.860465,numbers|reference_targets|inherited_context_difference,4,63,"When an ROE RFS Action WI is received and a link has not yet been created between the ROE and a period of employment, the Non-complex agent must review the applicable ROE in RCM and the periods of employment listed in NWS. The Non-complex agent determines if one of the periods of employment listed in NWS matches the employer’s name on the ROE.",/conbody/p[1],/conbody/p[1],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,C–S,template_variant_candidate,en_EN/task/roe_rts/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/completing_roe_strike_lockout/linking_the_roe_and_the_matching_period_f71580ff.dita,0.932099,numbers|reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,E–G,template_variant_candidate,en_EN/task/roe_quit/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_retirement/linking_the_roe_and_the_matching_period_f71580ff.dita,0.987179,reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],True,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,E–K,template_variant_candidate,en_EN/task/roe_quit/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_other/linking_the_roe_and_the_matching_period_f71580ff.dita,0.980769,reference_targets|inherited_context_difference,2,17,There may be more than one ROE but only one period of employment for the same employer.,/conbody/p[7],/conbody/p[7],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,E–M,template_variant_candidate,en_EN/task/roe_quit/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_dismissal/linking_the_roe_and_the_matching_period_e21c3afb.dita,0.987179,reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],True,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,E–N,template_variant_candidate,en_EN/task/roe_quit/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_loa/linking_the_roe_and_the_matching_period_f71580ff.dita,0.974522,numbers|reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,E–F,template_variant_candidate,en_EN/task/roe_quit/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/completing_roe_fishing_roe/linking_the_roe_and_the_matching_period_f71580ff.dita,0.870588,numbers|reference_targets|inherited_context_difference,4,63,"When an ROE RFS Action WI is received and a link has not yet been created between the ROE and a period of employment, the Non-complex agent must review the applicable ROE in RCM and the periods of employment listed in NWS. The Non-complex agent determines if one of the periods of employment listed in NWS matches the employer’s name on the ROE.",/conbody/p[1],/conbody/p[1],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,E–S,template_variant_candidate,en_EN/task/roe_quit/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/completing_roe_strike_lockout/linking_the_roe_and_the_matching_period_f71580ff.dita,0.99359,reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],True,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,G–K,template_variant_candidate,en_EN/task/roe_retirement/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_other/linking_the_roe_and_the_matching_period_f71580ff.dita,0.980769,reference_targets|inherited_context_difference,2,17,There may be more than one ROE but only one period of employment for the same employer.,/conbody/p[7],/conbody/p[7],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,G–M,partial_overlap_observed,en_EN/task/roe_retirement/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_dismissal/linking_the_roe_and_the_matching_period_e21c3afb.dita,0.987179,inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],True,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,G–N,template_variant_candidate,en_EN/task/roe_retirement/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_loa/linking_the_roe_and_the_matching_period_f71580ff.dita,0.974522,numbers|reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,G–F,template_variant_candidate,en_EN/task/roe_retirement/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/completing_roe_fishing_roe/linking_the_roe_and_the_matching_period_f71580ff.dita,0.870588,numbers|reference_targets|inherited_context_difference,4,63,"When an ROE RFS Action WI is received and a link has not yet been created between the ROE and a period of employment, the Non-complex agent must review the applicable ROE in RCM and the periods of employment listed in NWS. The Non-complex agent determines if one of the periods of employment listed in NWS matches the employer’s name on the ROE.",/conbody/p[1],/conbody/p[1],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,G–S,template_variant_candidate,en_EN/task/roe_retirement/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/completing_roe_strike_lockout/linking_the_roe_and_the_matching_period_f71580ff.dita,0.980892,reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],True,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,K–M,template_variant_candidate,en_EN/task/roe_other/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_dismissal/linking_the_roe_and_the_matching_period_e21c3afb.dita,0.980769,reference_targets|inherited_context_difference,2,17,There may be more than one ROE but only one period of employment for the same employer.,/conbody/p[7],/conbody/p[7],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,K–N,template_variant_candidate,en_EN/task/roe_other/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/roe_loa/linking_the_roe_and_the_matching_period_f71580ff.dita,0.968153,numbers|reference_targets|inherited_context_difference,2,17,There may be more than one ROE but only one period of employment for the same employer.,/conbody/p[7],/conbody/p[7],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,K–F,template_variant_candidate,en_EN/task/roe_other/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/completing_roe_fishing_roe/linking_the_roe_and_the_matching_period_f71580ff.dita,0.864706,numbers|reference_targets|inherited_context_difference,2,17,There may be more than one ROE but only one period of employment for the same employer.,/conbody/p[7],/conbody/p[8],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,K–S,template_variant_candidate,en_EN/task/roe_other/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/completing_roe_strike_lockout/linking_the_roe_and_the_matching_period_f71580ff.dita,0.974522,reference_targets|inherited_context_difference,2,17,There may be more than one ROE but only one period of employment for the same employer.,/conbody/p[7],/conbody/p[7],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,M–N,template_variant_candidate,en_EN/task/roe_dismissal/linking_the_roe_and_the_matching_period_e21c3afb.dita,en_EN/task/roe_loa/linking_the_roe_and_the_matching_period_f71580ff.dita,0.974522,numbers|reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,M–F,template_variant_candidate,en_EN/task/roe_dismissal/linking_the_roe_and_the_matching_period_e21c3afb.dita,en_EN/task/completing_roe_fishing_roe/linking_the_roe_and_the_matching_period_f71580ff.dita,0.870588,numbers|reference_targets|inherited_context_difference,4,63,"When an ROE RFS Action WI is received and a link has not yet been created between the ROE and a period of employment, the Non-complex agent must review the applicable ROE in RCM and the periods of employment listed in NWS. The Non-complex agent determines if one of the periods of employment listed in NWS matches the employer’s name on the ROE.",/conbody/p[1],/conbody/p[1],False,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,M–S,template_variant_candidate,en_EN/task/roe_dismissal/linking_the_roe_and_the_matching_period_e21c3afb.dita,en_EN/task/completing_roe_strike_lockout/linking_the_roe_and_the_matching_period_f71580ff.dita,0.980892,reference_targets|inherited_context_difference,6,118,"Only one ROE can be matched to each period of employment listed in NWS. The agent must review the Search / Correct - Results screen in RCM to determine if the ROE in the ROE RFS Action WI is the one with the last day for which paid (LDP) closest to the last day worked (LDW) for one of the periods of employment. The agent creates a link between the ROE and the period of employment with the matching employer’s name and best match for LDP and LDW. If either the employer’s name does not match or the LDP and LDW are not a good match, the agent does not create a link between the ROE and the period of employment.",/conbody/p[5],/conbody/p[5],True,False,True,False,False,True
What you need to know / Linking the ROE and matching employment,N–F,template_variant_candidate,en_EN/task/roe_loa/linking_the_roe_and_the_matching_period_f71580ff.dita,en_EN/task/completing_roe_fishing_roe/linking_the_roe_and_the_matching_period_f71580ff.dita,0.870588,numbers|reference_targets|inherited_context_difference,4,63,"When an ROE RFS Action WI is received and a link has not yet been created between the ROE and a period of employment, the Non-complex agent must review the applicable ROE in RCM and the periods of employment listed in NWS. The Non-complex agent determines if one of the periods of employment listed in NWS matches the employer’s name on the ROE.",/conbody/p[1],/conbody/p[1],False,False,True,False,False,True
