item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,final_analysis,is_borderline,classification_source,llm_review_status,item1_node_type,item1_article_path,item1_article_title,item1_language,item1_topic_path,item1_source_element_path,item1_element_id,item1_conref_targets,item2_node_type,item2_article_path,item2_article_title,item2_language,item2_topic_path,item2_source_element_path,item2_element_id,item2_conref_targets,item1_text,item2_text
4212,14114,KMT:dita_body:77e41c42980e18fc1af1,ORT:dita_body:3af1e52ef579f538d858,0.739854097366333,0.9853447,conflicting information,"Passage 1 states that the PSCD system replaces DARS on April 6, 2021, while Passage 2 claims that PSCD replaced DARS on April 1, 2021. This creates a conflict regarding the effective date of the replacement.",True,llm_borderline,reviewed,dita_conbody,en/KA-04605_EN/ka-04605_whats_new.dita,What's new,en,en/KA-04605_EN/ka-04605_whats_new.dita,en/KA-04605_EN/ka-04605_whats_new.dita#/conbody,,,dita_conbody,en_EN/task/actioning_yearly_tax_reports/replacing_dars_with_pscd.dita,Replacing DARS with PSCD,en,en_EN/task/actioning_yearly_tax_reports/replacing_dars_with_pscd.dita,en_EN/task/actioning_yearly_tax_reports/replacing_dars_with_pscd.dita#/conbody,,,"The Public Sector Collections and Disbursements (PSCD) system replaces the Departmental Accounts Receivable System (DARS) on April 6, 2021. CPP Business Operations National Headquarters advises that there is a new CPP cash receipts process that takes effect on that date. Effective April 6, 2021, the Chief Financial Officer Branch is responsible for applying cash receipts on CPP debts through PSCD.","On April 1, 2021, the PSCD financial system replaced DARS to process all debts. Only the outstanding balances of accounts in DARS were converted to PSCD. All non-converted debts (i.e. paid in full, written off or deleted) and the paid portion of partially converted debts remain in DARS. Officers can refer to DARS as a read-only system to access the historical data. When creating a manual T4E for tax year 2021 or earlier, the IPOC officer reviews DARS to determine if payments or payment adjustments were processed and to check whether a credit refund balance was applied on or before March 31, 2021. If the credit balance was reduced with a TC50 or TC51 type 100 transaction, these amounts can be added to the client’s earnings."
2783,19367,KMT:dita_body:8673eb2c84bb93795e30,ORT:dita_body:639254cc5289e5632aa4,0.7398458123207092,0.9630942,conflicting information,"Both passages discuss the criteria for processing reconsideration requests received after a specified time limit, but they present different time frames and criteria for assessing these requests. Passage 1 focuses on a 90-day and 365-day framework, while Passage 2 introduces a 30-day threshold and categorizes delays into short and longer delays, leading to conflicting interpretations of the timelines and requirements for reconsideration requests.",True,llm_borderline,reviewed,dita_conbody,en/KA-03308_EN/ka-03308_reconsideration_request_received_beyond_ec920a65.dita,Reconsideration request received beyond the 90-day time limit,en,en/KA-03308_EN/ka-03308_reconsideration_request_received_beyond_ec920a65.dita,en/KA-03308_EN/ka-03308_reconsideration_request_received_beyond_ec920a65.dita#/conbody,,,dita_conbody,en_EN/task/delayeddr/processing_a_delayed_request_for_reconsideration.dita,Processing a delayed request for reconsideration,en,en_EN/task/delayeddr/processing_a_delayed_request_for_reconsideration.dita,en_EN/task/delayeddr/processing_a_delayed_request_for_reconsideration.dita#/conbody,,,"The CPP and OAS regulations set out the criteria to be used for assessing a request for an extension of the 90-day time limit: within 365 days of the notification of the initial decision; and beyond 365 days following the notification of the initial decision. Reconsideration request received beyond the 90-day time limit but within 365 days If a request for reconsideration is received outside of the 90-day time limit but within 365 days of notification of the initial decision, the Minister’s delegate must assess the following 2 criteria: Is there a reasonable explanation for the delay? and Was there a continuing intention to request the reconsideration? Criterion 1—There is a reasonable explanation for the delay A reasonable explanation for the delay in requesting a reconsideration exists if there are exceptional or extenuating circumstances. Exceptional circumstances include information that relates to an applicant's or beneficiaries medical condition that prevents them from acting with reasonable diligence. Extenuating circumstances are related to situational factors that are unusual, unexpected or unavoidable and beyond the applicant's or beneficiary’s control and which have prevented them from submitting a timely request. Criterion 2—There is a continuing intention Continuing intention to request a reconsideration exists if the available information indicates the applicant or beneficiary had the intent to request a reconsideration during the 90-day time period. In some cases, there is an interaction between exceptional or extenuating circumstances and the demonstration of continuing intention, which should be taken into consideration when assessing the request. Reconsideration request is received beyond 365 days When a request for reconsideration is received beyond 365 days following the notification of the initial decision, the Minister’s delegate must assess the following 4 criteria: Is there a reasonable explanation for the delay in requesting a reconsideration? Was there a continuing intention to request a reconsideration ? If the request for reconsideration has a reasonable chance of success; and If the extension would cause prejudice to the Minister or another party. Criterion 3—A request for reconsideration has a reasonable chance of success A reasonable chance of success exists when the decision to deny a benefit or provision is disputable, debatable or open to question. Generally, for the purposes of considering whether the applicant or beneficiary has a reasonable chance of success in the context of an extension of the reconsideration 90-day time limit, the applicant or beneficiary must provide evidence to support their reconsideration request that was not presented to the initial decision-maker. If no new information is provided or no reasons are given to explain why the initial decision was incorrect, there is no reasonable chance of success for the reconsideration. Criterion 4—No prejudice would be caused to the Minister or another party by allowing a longer period to make the request In the majority of cases, it is not likely that unfairness to the Minister will be a significant factor in determining whether to allow the extension. Prejudice, or unfairness, can occur due to a time lapse of months or years. It can also be determined that there is a prejudice to the Minister or another party in situations where a file has been destroyed according to departmental file management guidelines. In these cases, the Minister may no longer have pertinent evidence available to reconsider the facts, which were present when the initial decision was made.","A request made more than 30 days after the date on which a notice of decision is received is considered a delayed request. However, the request can still be accepted if a reasonable explanation for the delay is provided. Processing a short delay Delays that do not exceed 120 days after the initial decision are considered short delays and are allowed without further fact-finding or documentation. The short delay period is considered a reasonable explanation in itself. Processing a request received between 121 and 365 days after the initial decision For delays between 121 and 365 days after the initial decision, requesters must provide a reasonable explanation for the delay and demonstrate a continued intention to request a reconsideration under EIA 112 . Each argument provided to explain the delay must be assessed individually. EIA 112 Note Processing a request received beyond 365 days and in other particular circumstances The following 3 circumstances require special consideration: More than 365 days have passed since the decision was communicated to the requester. The requester submitted another application for benefits after the decision was communicated. The requester has asked the Commission to rescind or amend the decision under EIA 111 . EIA 111 If any of these circumstances are present, the officer must first determine if the requester provided a reasonable explanation for the delay and demonstrated a continued intention to request a reconsideration under EIA 112. If these 2 conditions are not met, the delay can be denied. However, if these 2 conditions are met, the Commission must also be satisfied that the request for reconsideration on the substantive issue has a reasonable chance of success and that no prejudice would be caused to the Commission or any other interested party."
2783,19384,KMT:dita_body:8673eb2c84bb93795e30,ORT:dita_body:cba9e7aef16fec277a7f,0.7393693327903748,0.9644705,conflicting information,"Both passages discuss the criteria for processing late requests for reconsideration, but they present different time frames and conditions for what constitutes a reasonable delay and the assessment process. Passage 1 outlines criteria for requests received beyond 90 days and up to 365 days, while Passage 2 categorizes delays into short delays (up to 120 days) and longer delays (121 to 365 days), leading to potential contradictions in how delays are evaluated and processed.",True,llm_borderline,reviewed,dita_conbody,en/KA-03308_EN/ka-03308_reconsideration_request_received_beyond_ec920a65.dita,Reconsideration request received beyond the 90-day time limit,en,en/KA-03308_EN/ka-03308_reconsideration_request_received_beyond_ec920a65.dita,en/KA-03308_EN/ka-03308_reconsideration_request_received_beyond_ec920a65.dita#/conbody,,,dita_conbody,en_EN/task/delayeddr_prev_ver/processing_a_late_request_for_reconsideration.dita,Processing a late request for reconsideration,en,en_EN/task/delayeddr_prev_ver/processing_a_late_request_for_reconsideration.dita,en_EN/task/delayeddr_prev_ver/processing_a_late_request_for_reconsideration.dita#/conbody,,,"The CPP and OAS regulations set out the criteria to be used for assessing a request for an extension of the 90-day time limit: within 365 days of the notification of the initial decision; and beyond 365 days following the notification of the initial decision. Reconsideration request received beyond the 90-day time limit but within 365 days If a request for reconsideration is received outside of the 90-day time limit but within 365 days of notification of the initial decision, the Minister’s delegate must assess the following 2 criteria: Is there a reasonable explanation for the delay? and Was there a continuing intention to request the reconsideration? Criterion 1—There is a reasonable explanation for the delay A reasonable explanation for the delay in requesting a reconsideration exists if there are exceptional or extenuating circumstances. Exceptional circumstances include information that relates to an applicant's or beneficiaries medical condition that prevents them from acting with reasonable diligence. Extenuating circumstances are related to situational factors that are unusual, unexpected or unavoidable and beyond the applicant's or beneficiary’s control and which have prevented them from submitting a timely request. Criterion 2—There is a continuing intention Continuing intention to request a reconsideration exists if the available information indicates the applicant or beneficiary had the intent to request a reconsideration during the 90-day time period. In some cases, there is an interaction between exceptional or extenuating circumstances and the demonstration of continuing intention, which should be taken into consideration when assessing the request. Reconsideration request is received beyond 365 days When a request for reconsideration is received beyond 365 days following the notification of the initial decision, the Minister’s delegate must assess the following 4 criteria: Is there a reasonable explanation for the delay in requesting a reconsideration? Was there a continuing intention to request a reconsideration ? If the request for reconsideration has a reasonable chance of success; and If the extension would cause prejudice to the Minister or another party. Criterion 3—A request for reconsideration has a reasonable chance of success A reasonable chance of success exists when the decision to deny a benefit or provision is disputable, debatable or open to question. Generally, for the purposes of considering whether the applicant or beneficiary has a reasonable chance of success in the context of an extension of the reconsideration 90-day time limit, the applicant or beneficiary must provide evidence to support their reconsideration request that was not presented to the initial decision-maker. If no new information is provided or no reasons are given to explain why the initial decision was incorrect, there is no reasonable chance of success for the reconsideration. Criterion 4—No prejudice would be caused to the Minister or another party by allowing a longer period to make the request In the majority of cases, it is not likely that unfairness to the Minister will be a significant factor in determining whether to allow the extension. Prejudice, or unfairness, can occur due to a time lapse of months or years. It can also be determined that there is a prejudice to the Minister or another party in situations where a file has been destroyed according to departmental file management guidelines. In these cases, the Minister may no longer have pertinent evidence available to reconsider the facts, which were present when the initial decision was made.","A request made more than 30 days after the date on which a notice of decision is received is considered a delayed request. However, the request can still be accepted if a reasonable explanation for the delay is provided. Processing a short delay Delays that do not exceed 120 days after the initial decision are considered short delays and are approved without further fact-finding or documentation. The short delay period is considered a reasonable explanation in itself. Processing a request received between 121 and 365 days after the initial decision For delays between 121 and 365 days after the initial decision, requesters must provide a reasonable explanation for the delay and demonstrate a continued intention to request a reconsideration under EIA 112 . Each argument provided to explain the delay must be assessed individually. EIA 112 Note Processing a request received beyond 365 days and in other particular circumstances The following 3 circumstances require special consideration: More than 365 days have passed since the decision was communicated to the requester. The requester submitted another application for benefits after the decision was communicated. The requester has asked the Commission to rescind or amend the decision under EIA 111 . EIA 111 If any of these circumstances are present, the agent must first determine if the requester provided a reasonable explanation for the delay and demonstrated a continued intention to request a reconsideration under EIA 112. If these 2 conditions are not met, the delay can be denied. However, if these 2 conditions are met, the Commission must also be satisfied that the request for reconsideration on the substantive issue has a reasonable chance of success and that no prejudice would be caused to the Commission or any other interested party."
915,8941,KMT:dita_body:2bc43a7c127f39f2a078,ORT:dita_body:3700163a01485f7f760c,0.7387185096740723,0.97028846,one passage included in another,"Passage 1 provides detailed information about the process of transferring overpayment information to the PSCD system, while Passage 2 summarizes the PSCD as a financial system that processes all debts. The information in Passage 1 is more specific and includes details that are encompassed by the broader description in Passage 2.",True,llm_borderline,reviewed,dita_conbody,en/KA-01524_EN/ka-01524_the_public_sector_collections_and_disbu_e61a61f9.dita,The Public Sector Collections and Disbursements system,en,en/KA-01524_EN/ka-01524_the_public_sector_collections_and_disbu_e61a61f9.dita,en/KA-01524_EN/ka-01524_the_public_sector_collections_and_disbu_e61a61f9.dita#/conbody,,,dita_conbody,en_EN/activity/pscd/summary.dita,Summary,en,en_EN/activity/pscd/summary.dita,en_EN/activity/pscd/summary.dita#/conbody,,,"Once a departmental receivable (overpayment) is recorded in the payment system (i.e. CPMS for CPP accounts, Cúram for OAS accounts), the system transfers the overpayment information to the Public Sector Collections and Disbursements (PSCD) system. PSCD will have access to the debtor's (beneficiary or payee) information. For more information on PSCD, Public Sector Collections and Disbursements System (Knowledge)",Summary: The Public Sector Collection and Disbursement (PSCD) is a financial system that processes all debts.
5353,21600,KMT:dita_body:d158887123438e6000c7,ORT:dita_body:de929bffc1f0ee850411,0.7384397983551025,0.99690634,one passage included in another,"Passage 1 states a general action of rescinding or reducing a penalty, while Passage 2 provides specific details and implications of that action, including changes to penalties and refunds. Therefore, Passage 1's information is included within the broader context of Passage 2.",True,llm_borderline,reviewed,dita_conbody,en/KA-04975_EN/ka-04975_summary.dita,Summary,en,en/KA-04975_EN/ka-04975_summary.dita,en/KA-04975_EN/ka-04975_summary.dita#/conbody,,,dita_conbody,en_EN/task/misrepresentation_to_nonmisrepresentation/impact_of_rescinding_a_penalty.dita,Impact of rescinding a penalty,en,en_EN/task/misrepresentation_to_nonmisrepresentation/impact_of_rescinding_a_penalty.dita,en_EN/task/misrepresentation_to_nonmisrepresentation/impact_of_rescinding_a_penalty.dita#/conbody,,,Rescind or reduce a penalty after it has been imposed.,"If the agent rescinds a penalty and changes the case from misrepresentation to non-misrepresentation, the agent must ensure that any subsequent penalties are amended accordingly. For example, when a penalty is rescinded, a subsequent penalty, which was calculated at 100% for the second infraction, must now be recalculated as a first level misrepresentation at 50%. When a penalty is rescinded, any penalty amount that was recouped from benefits paid or repaid in cash is refunded to the client as long as there is no other outstanding OP to be repaid. When the case is changed from misrepresentation to non-misrepresentation, any interest that was applied is also reversed and refunded."
1452,22699,KMT:dita_body:51a9d7686e86740bcfa2,ORT:dita_body:9575464fdd7b5806fa2c,0.7380548715591431,0.99746174,one passage included in another,"Passage 2 provides specific details about the process for a third party to request a reconsideration, including the requirement for an authorization document, which is a subset of the broader information presented in Passage 1 about who can request a reconsideration and the conditions under which it can be processed.",True,llm_borderline,reviewed,dita_conbody,en/KA-01718_EN/ka-01718_who_can_request_a_reconsideration.dita,Who can request a reconsideration?,en,en/KA-01718_EN/ka-01718_who_can_request_a_reconsideration.dita,en/KA-01718_EN/ka-01718_who_can_request_a_reconsideration.dita#/conbody,,,dita_conbody,en_EN/task/performingar_prev_ver/request_for_reconsideration_made_by_a_t_2e43a1fb.dita,Request for reconsideration made by a third party,en,en_EN/task/performingar_prev_ver/request_for_reconsideration_made_by_a_t_2e43a1fb.dita,en_EN/task/performingar_prev_ver/request_for_reconsideration_made_by_a_t_2e43a1fb.dita#/conbody,,,"The client or any third party on behalf of the client, even if they are not a legal representative, can request a reconsideration. If a third party requests a reconsideration, you must obtain proper authorization before communicating with them and you must communicate directly with the client. Third Party Requests (Scenario) You cannot process the reconsideration request if the client is deceased and there is no executor or court-appointed administrator. Reconsideration (Policy)","A third party may submit a request for reconsideration on behalf of a requester (client or employer). The request is accepted if the Request for Reconsideration of an Employment Insurance (EI) Decision (INS5210) form is fully completed and signed by the requester , and it is accompanied by an authorization document signed by the requester. Request for Reconsideration of an Employment Insurance (EI) Decision (INS5210) An authorization is made in writing and must: be voluntary; specify the purpose for which consent is being given; identify the information to be released; and be signed and dated by the requester."
1827,10498,KMT:dita_body:9570d38494b3519dc5e8,ORT:dita_body:9dc8546b926e979925bd,0.7358003854751587,0.9942109,one passage included in another,"Passage 1 provides a general overview of the federal emergency benefits introduced in response to the COVID-19 pandemic, including a list of benefits and their treatment as income. Passage 2 focuses specifically on the CERB and EI ERB, detailing eligibility requirements and reimbursement processes for self-employed individuals. The information in Passage 2 is more specific and detailed regarding the CERB and EI ERB, which are included in the broader context of the emergency benefits mentioned in Passage 1.",True,llm_borderline,reviewed,dita_conbody,en/KA-01805_EN/ka-01805_federal_emergency_benefits.dita,Federal emergency benefits,en,en/KA-01805_EN/ka-01805_federal_emergency_benefits.dita,en/KA-01805_EN/ka-01805_federal_emergency_benefits.dita#/conbody,,,dita_conbody,en_EN/site/dossier/cerb_se-pcu_ti/generic.dita,Generic,en,en_EN/site/dossier/cerb_se-pcu_ti/generic.dita,en_EN/site/dossier/cerb_se-pcu_ti/generic.dita#/conbody,,,"In response to the COVID-19 pandemic, the Government of Canada introduced emergency benefits to support Canadians by providing temporary income support for workers (employed and self-employed) who were directly impacted by the pandemic. These emergency benefits are: Employment Insurance Emergency Response Benefit (EI ERB); Canada Emergency Response Benefit (CERB); Canada Recovery Benefit (CRB); Canada Recovery Caregiving Benefit (CRCB); Canada Recovery Sickness Benefit (CRSB); and Canada Worker Lockdown Benefit (CWLB). Federal emergency benefits received in 2020 are considered income for the 2021-2022 payment period. Clients who received EI-ERB and saw a reduction of their income-tested benefits during the 2021-2022 payment period might have qualified for an option when the emergency benefit ended. Effective July 2022, these benefits are no longer considered income when calculating entitlement to income-tested benefits. For more information about these benefits and how this income was reported to the Department by the CRA , refer to: Calculating Income (Policy) ; and Calculating Income (Policy) COVID-19: Interim Measures—Emergency Benefits (Action) . COVID-19: Interim Measures—Emergency Benefits (Action)","Info The CERB and the EI Emergency Response Benefit (EI ERB) were important and necessary temporary responses to support Canadians who had to stop working due to the COVID-19 pandemic. The eligibility requirement stating that a self-employed person must have an income of at least $5 000 (in 2019 or in the last 12 months) to receive the CERB or EI ERB was always considered as the net pre-tax income (i.e. gross income less expenses). On February 9, 2021, the Government of Canada announced that self-employed workerswhose net self-employment (SE) income was less than $5 000 and who applied for the CERB do not have to repay the CERB or the EI ERB, as long as their gross SE income was at least $5 000 and they met all other eligibility criteria. Some self-employed workers whose net SE earnings were less than $5 000 may have already voluntarily repaid the CERB or the EI ERB. The Canada Revenue Agency (CRA) and Service Canada will return the repaid amounts to the impacted persons. Today, the Government of Canada announced further details about the reimbursement process. Self-employed workers whose net SE income was less than $5 000 and who applied for the CERB or the EI ERB are not required to repay these benefits, as long as they meet all of the following criteria: They have filed their 2019 and 2020 income tax returns before December 31, 2022. They applied for the CERB or the EI ERB based on their SE income. Their gross SE income was $5 000 or more. They met all other CERB eligibility criteria. The CRA will review the 2019 and 2020 income tax returns of self-employed workers in this situation to verify that they: earned $5 000 or more in gross SE income in either year (or in the 12 months before their initial application); met all other CERB eligibility criteria. Starting on May 27, 2021, self-employed workers who meet these criteria and who had voluntarily repaid either the CRA or Service Canada all or part of the CERB or EI ERB in 2020 can request a reimbursement. To do so, they must complete the CERB Reimbursement Application for Self-Employed Individuals formand submit it to the CRA electronically or by mail . CERB Reimbursement Application for Self-Employed Individuals Workers who repaid the CERB can expect reimbursements within approximately 90 calendar days of submitting their application to the CRA."
6412,8486,KMT:dita_body:29523ef500184490bffc,ORT:dita_body:78b859023b6cdea04387,0.7323916554450989,0.9806174,duplicate/semantic duplicate,"Both passages discuss the process of modifying a person's address, with Passage 1 focusing on correcting mistakes or adding new addresses, while Passage 2 emphasizes the need to modify contact information when clients report a change of address. The core concept of address modification is the same.",True,llm_borderline,reviewed,dita_conbody,en/KA-05236_EN/ka-05236_summary.dita,Summary,en,en/KA-05236_EN/ka-05236_summary.dita,en/KA-05236_EN/ka-05236_summary.dita#/conbody,,,dita_conbody,en_EN/activity/change_address/summary.dita,Summary,en,en_EN/activity/change_address/summary.dita,en_EN/activity/change_address/summary.dita#/conbody,,,Modifying a person’s address includes correcting a mistake in the existing address or adding a new address when a person moves to a different location.,"Summary: When clients report a change of address, their contact information must be modified."
4212,12880,KMT:dita_body:77e41c42980e18fc1af1,ORT:dita_body:06e1703f3ab398d6006a,0.7316848039627075,0.9500403,duplicate/semantic duplicate,"Both passages discuss the implementation of the PSCD system to replace DARS on April 6, 2021, and mention the change in processes related to cash receipts. The information is essentially the same, albeit with slight variations in wording.",True,llm_borderline,reviewed,dita_conbody,en/KA-04605_EN/ka-04605_whats_new.dita,What's new,en,en/KA-04605_EN/ka-04605_whats_new.dita,en/KA-04605_EN/ka-04605_whats_new.dita#/conbody,,,dita_conbody,en_EN/site/dossier/updated_npund_dars_replacement/summary.dita,Summary,en,en_EN/site/dossier/updated_npund_dars_replacement/summary.dita,en_EN/site/dossier/updated_npund_dars_replacement/summary.dita#/conbody,,,"The Public Sector Collections and Disbursements (PSCD) system replaces the Departmental Accounts Receivable System (DARS) on April 6, 2021. CPP Business Operations National Headquarters advises that there is a new CPP cash receipts process that takes effect on that date. Effective April 6, 2021, the Chief Financial Officer Branch is responsible for applying cash receipts on CPP debts through PSCD.","On April 6th, 2021, PSCD will be implemented to replace DARS. The National Policy on Undeliverable Notices of Debts has been updated to reflect the system change."
152,21461,KMT:dita_body:a506880dff6ba0bb38c5,ORT:dita_body:2e0f7951e713ce99c6f4,0.7294659614562988,0.9700348,one passage included in another,"Passage 1 provides guidance on how to withdraw an application, while Passage 2 mentions the action of withdrawing an application as part of a broader process. The information in Passage 1 is included within the context of Passage 2.",True,llm_borderline,reviewed,dita_conbody,en/KA-01075_EN/ka-01075_summary.dita,Summary,en,en/KA-01075_EN/ka-01075_summary.dita,en/KA-01075_EN/ka-01075_summary.dita#/conbody,,,dita_taskbody,en_EN/task/invalider-ret-dem-curam-void-claim-with_214a586a/reviewing_the_file_level_1.dita,Reviewing the file,en,en_EN/task/invalider-ret-dem-curam-void-claim-with_214a586a/reviewing_the_file_level_1.dita,en_EN/task/invalider-ret-dem-curam-void-claim-with_214a586a/reviewing_the_file_level_1.dita#/taskbody,,,This procedure provides guidance on how to process a request to withdraw an application.,"Determine the required action: To void the claim, go to Voiding a claim . Voiding a claim To withdraw an application, go to Withdrawing an application . Withdrawing an application"
1827,21503,KMT:dita_body:9570d38494b3519dc5e8,ORT:dita_body:9f308de7b789741b150f,0.7281088829040527,0.9900543,one passage included in another,"Passage 1 provides a broader overview of various federal emergency benefits introduced in response to COVID-19, including the EI ERB and CERB, while Passage 2 focuses specifically on the EI ERB and its implications for T4E accuracy and reporting. The information in Passage 2 is contained within the context of the broader information provided in Passage 1.",True,llm_borderline,reviewed,dita_conbody,en/KA-01805_EN/ka-01805_federal_emergency_benefits.dita,Federal emergency benefits,en,en/KA-01805_EN/ka-01805_federal_emergency_benefits.dita,en/KA-01805_EN/ka-01805_federal_emergency_benefits.dita#/conbody,,,dita_conbody,en_EN/task/issuing_amended_t4e_ipoc/emergency_response_benefits.dita,Emergency response benefits,en,en_EN/task/issuing_amended_t4e_ipoc/emergency_response_benefits.dita,en_EN/task/issuing_amended_t4e_ipoc/emergency_response_benefits.dita#/conbody,,,"In response to the COVID-19 pandemic, the Government of Canada introduced emergency benefits to support Canadians by providing temporary income support for workers (employed and self-employed) who were directly impacted by the pandemic. These emergency benefits are: Employment Insurance Emergency Response Benefit (EI ERB); Canada Emergency Response Benefit (CERB); Canada Recovery Benefit (CRB); Canada Recovery Caregiving Benefit (CRCB); Canada Recovery Sickness Benefit (CRSB); and Canada Worker Lockdown Benefit (CWLB). Federal emergency benefits received in 2020 are considered income for the 2021-2022 payment period. Clients who received EI-ERB and saw a reduction of their income-tested benefits during the 2021-2022 payment period might have qualified for an option when the emergency benefit ended. Effective July 2022, these benefits are no longer considered income when calculating entitlement to income-tested benefits. For more information about these benefits and how this income was reported to the Department by the CRA , refer to: Calculating Income (Policy) ; and Calculating Income (Policy) COVID-19: Interim Measures—Emergency Benefits (Action) . COVID-19: Interim Measures—Emergency Benefits (Action)","Due to COVID-19, the Government of Canada introduced the Canada Emergency Response Benefit (CERB) and the EI Emergency Response Benefit (EI ERB). All monies paid on these claims are exempt from benefit repayment (clawback). Therefore, to ensure T4E accuracy, any monies paid to the client as the EI ERB must be included in the Sickness benefits field. This includes any monies on the Manual Pay tab that were paid as the EI ERB. When issuing an amended T4E that contains EI ERB amounts, the RTC reviews the amounts in the Total benefits field on the Tax Enquiry/Update (T4E) transaction. When the transaction opens, the Total benefits field contains the amount of the EI ERB paid, but these monies do not appear in any of the other fields. This means that the total benefits will have an amount that does not match the totals in the Amounts fields. Whenever a T4E that contains EI ERB amounts is amended, the RTC manually adds all EI ERB monies to the Sickness benefits field, so the correct amount is displayed in the Total benefits field. If the $2 000 advance payment was issued, this amount is also added to the Sickness benefits field. To determine if the $2 000 advance payment was issued, the officer refers to the Emergency Response Benefits screen in FTS. If the client was eligible for the family supplement (FS), an FS lump-sum payment related to the $2 000 advance payment is also displayed on this screen. In this case, the RTC adds the FS lump-sum payment to the T4E as sickness benefits."
1366,23616,KMT:dita_body:612dba0f52271c2281a2,ORT:dita_body:f51b2ee0037a56136db9,0.7275069355964661,0.95184255,duplicate/semantic duplicate,"Both passages discuss the process of reconsideration and appeal regarding penalties and overpayments, emphasizing that collection is suspended during this process. They convey the same essential information, albeit with different wording.",True,llm_borderline,reviewed,dita_conbody,en/KA-01689_EN/ka-01689_reconsideration_and_appeal.dita,Reconsideration and appeal,en,en/KA-01689_EN/ka-01689_reconsideration_and_appeal.dita,en/KA-01689_EN/ka-01689_reconsideration_and_appeal.dita#/conbody,,,dita_conbody,en_EN/task/reinstcoll/summary.dita,Summary,en,en_EN/task/reinstcoll/summary.dita,en_EN/task/reinstcoll/summary.dita#/conbody,,,"An individual can request a reconsideration or an appeal on: the decision to impose a penalty; the penalty amount; or both. If you receive a request for reconsideration within 90 days of the OAS – CPP, Penalty, Overpayment, Interest (ISS-0867) letter, verify if the collection of the penalty and recovery of the debt has already started. If yes, you must suspend both the collection of the penalty amount and recovery of the overpayment pending the outcome of the reconsideration. For more information, Reconsideration (Scenario)","Summary: When an issue related to an overpayment (OP) or penalty is under review due to receiving a request for reconsideration or a notice of appeal to Employment Insurance Board of Appeal (EI BOA), Social Security Tribunal (SST) or another judicial body, collection of the OP or penalty is suspended. When the reconsideration under EIA 112 , appeal under EIA 113 or judicial review is complete, the debt collection is reinstated following the decision. EIA 112 EIA 113"
