item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,final_analysis,is_borderline,classification_source,llm_review_status,item1_node_type,item1_article_path,item1_article_title,item1_language,item1_topic_path,item1_source_element_path,item1_element_id,item1_conref_targets,item2_node_type,item2_article_path,item2_article_title,item2_language,item2_topic_path,item2_source_element_path,item2_element_id,item2_conref_targets,item1_text,item2_text
5379,5385,dita_document:b74f61634c0e0cebf26d,dita_document:363d835dcac1a404939f,1.0000005960464478,0.9998407,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05501_note_0011.dita,Note,,,KA-05501_note_0011.dita,,,dita_document,KA-05501_note_0017.dita,Note,,,KA-05501_note_0017.dita,,,Note Remarque : La sélection d'un participant au dossier génère un hyperlien vers la page d'accueil du participant sous Renseignements à l'appui sous l'onglet Administrateur du système de la tâche une fois la tâche manuelle créée.,Note Remarque : La sélection d'un participant au dossier génère un hyperlien vers la page d'accueil du participant sous Renseignements à l'appui sous l'onglet Administrateur du système de la tâche une fois la tâche manuelle créée.
5673,5678,dita_document:73959172dc5215554835,dita_document:ee7e2e4a37784b2cd0a9,1.0000005960464478,0.9998545,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05546_note_0008.dita,Note,,,KA-05546_note_0008.dita,,,dita_document,KA-05546_note_0013.dita,Note,,,KA-05546_note_0013.dita,,,Note Remarque : Ce champ s'affiche seulement si vous avez sélectionné Canada dans le champ Pays .,Note Remarque : Ce champ s'affiche seulement si vous avez sélectionné Canada dans le champ Pays .
1350,1477,dita_document:b36c7d22d74806cd5a8a,dita_document:e705ccc0453cdcb0fc65,1.0000005960464478,0.99882936,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01788_note_0003.dita,Note,,,KA-01788_note_0003.dita,,,dita_document,KA-01957_note_0002.dita,Note,,,KA-01957_note_0002.dita,,,"Note Remarque : Vous devez clarifier les renseignements contradictoires avant de verser une prestation. Si, après examen, vous déterminez qu'un client a donné des renseignements faux ou trompeurs au sujet de son état civil, consultez Processus de renvoi pour des enquêtes administratives - RPC (scénario) ou Processus de renvoi pour des enquêtes administratives - RPC (scénario) Processus de renvoi pour des enquêtes administratives - SV (scénario) Processus de renvoi pour des enquêtes administratives - RPC (scénario) Processus de renvoi pour des enquêtes administratives - SV (scénario)","Note Remarque : Vous devez clarifier les renseignements contradictoires avant de verser une prestation. Si, après examen, vous déterminez qu'un client a donné des renseignements faux ou trompeurs au sujet de son état civil, consultez Processus de renvoi pour des enquêtes administratives - RPC (scénario) ou Processus de renvoi pour des enquêtes administratives - RPC (scénario) Processus de renvoi pour des enquêtes administratives - SV (scénario) Processus de renvoi pour des enquêtes administratives - RPC (scénario) Processus de renvoi pour des enquêtes administratives - SV (scénario)"
4184,4185,dita_document:46a42154a775615d4c2b,dita_document:79a29dbcc928592ab128,1.0000005960464478,0.9998144,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05150_note_0003.dita,Note,,,KA-05150_note_0003.dita,,,dita_document,KA-05150_note_0004.dita,Note,,,KA-05150_note_0004.dita,,,Note Remarque : Le montant du taux fixe et le montant lié aux gains doivent être fournis à la Suède si le demandeur reçoit une prestation d' INV ou une pension de SURV .,Note Remarque : Le montant du taux fixe et le montant lié aux gains doivent être fournis à la Suède si le demandeur reçoit une prestation d' INV ou une pension de SURV .
4371,4388,dita_document:546f90a2718564c526d4,dita_document:418ac01d2fc6f3c3c4df,1.0000005960464478,0.99923354,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05234_note_0004.dita,Note,,,KA-05234_note_0004.dita,,,dita_document,KA-05235_note_0006.dita,Note,,,KA-05235_note_0006.dita,,,"Note Remarque : Si aucun dossier n'est trouvé et que la date de naissance a été utilisée dans le cadre de la recherche, faites une nouvelle recherche en utilisant le 15e jour du mois de la naissance afin de déterminer si un dossier existe déjà avant de continuer l'inscription. Les profils de clients qui ont été déplacés du système des AI vers Cúram ont une date de naissance réglée au 15e jour du mois par défaut.","Note Remarque : Si aucun dossier n'est trouvé et que la date de naissance a été utilisée dans le cadre de la recherche, faites une nouvelle recherche en utilisant le 15e jour du mois de la naissance afin de déterminer si un dossier existe déjà avant de continuer l'inscription. Les profils de clients qui ont été déplacés du système des AI vers Cúram ont une date de naissance réglée au 15e jour du mois par défaut."
343,348,dita_document:6c9d0bed0444301f1f65,dita_document:3db8824c2338884afcf2,1.0000004768371582,0.99980175,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01255_note_0003.dita,Note,,,KA-01255_note_0003.dita,,,dita_document,KA-01255_note_0008.dita,Note,,,KA-01255_note_0008.dita,,,"Note Remarque : Jusqu'à nouvel ordre, ne saisissez pas de renseignements dans le bloc Générales à l'écran Résidence. Pour mettre à jour le Pays de naissance , accédez à l'écran Profil du client.","Note Remarque : Jusqu'à nouvel ordre, ne saisissez pas de renseignements dans le bloc Générales à l'écran Résidence. Pour mettre à jour le Pays de naissance , accédez à l'écran Profil du client."
1034,1043,dita_document:7785171ff026b28659a4,dita_document:16f88564d66069f944f2,1.0000004768371582,0.99982387,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01693_note_0003.dita,Note,,,KA-01693_note_0003.dita,,,dita_document,KA-01693_note_0012.dita,Note,,,KA-01693_note_0012.dita,,,"Note Remarque : Pour connaître les dates d'entrée en vigueur des changements d'état civil d'un client ayant une incidence sur les prestations de la SV avant le 1er janvier 2017, consultez Historique des changements d'état civil dans le cadre de la SV Historique des changements d'état civil dans le cadre de la SV","Note Remarque : Pour connaître les dates d'entrée en vigueur des changements d'état civil d'un client ayant une incidence sur les prestations de la SV avant le 1er janvier 2017, consultez Historique des changements d'état civil dans le cadre de la SV Historique des changements d'état civil dans le cadre de la SV"
1255,1286,dita_document:ed04e44d15403aef057f,dita_document:604ca32d6b9e72eccc2e,1.0000004768371582,0.99895364,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01775_note_0025.dita,Note,,,KA-01775_note_0025.dita,,,dita_document,KA-01777_note_0024.dita,Note,,,KA-01777_note_0024.dita,,,"Note Remarque : Si vous avez ajouté une preuve indiquant que le demandeur vit séparément de son époux ou conjoint de fait pour des raisons indépendantes de sa volonté, consultez Couples vivant séparément pour des raisons indépendantes de leur volonté (scénario) pour déterminer les prochaines étapes nécessaires une fois que le dossier de demande aura été autorisé. Couples vivant séparément pour des raisons indépendantes de leur volonté (scénario) Couples vivant séparément pour des raisons indépendantes de leur volonté (scénario)","Note Remarque : Si vous avez ajouté une preuve indiquant que le demandeur vit séparément de son époux ou conjoint de fait pour des raisons indépendantes de sa volonté, consultez Couples vivant séparément pour des raisons indépendantes de leur volonté (scénario) pour déterminer les prochaines étapes nécessaires une fois que le dossier de demande aura été autorisé. Couples vivant séparément pour des raisons indépendantes de leur volonté (scénario) Couples vivant séparément pour des raisons indépendantes de leur volonté (scénario)"
2379,2382,dita_document:56a92d256ab05a3915dc,dita_document:6ebbf29248a6be94c397,1.0000004768371582,0.9998266,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-04381_note_0002.dita,Note,,,KA-04381_note_0002.dita,,,dita_document,KA-04381_note_0005.dita,Note,,,KA-04381_note_0005.dita,,,"Note Remarque : Lorsqu'une PIAR est approuvée, consultez Traiter une PIAR (scénario) Traiter une PIAR (scénario)","Note Remarque : Lorsqu'une PIAR est approuvée, consultez Traiter une PIAR (scénario) Traiter une PIAR (scénario)"
2870,2871,dita_document:18e8fa655d790ac11275,dita_document:1874a0abceee7e7a11b0,1.0000004768371582,0.9998462,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-04736_note_0007.dita,Note,,,KA-04736_note_0007.dita,,,dita_document,KA-04736_note_0008.dita,Note,,,KA-04736_note_0008.dita,,,Note Remarque : Cet écran est facultatif. Votre modèle peut ne pas être configuré avec cette option.,Note Remarque : Cet écran est facultatif. Votre modèle peut ne pas être configuré avec cette option.
3011,3012,dita_document:4257ba1fea15156e7ef3,dita_document:840344fc01e03d59f61a,1.0000004768371582,0.9996495,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-04832_note_0004.dita,Note,,,KA-04832_note_0004.dita,,,dita_document,KA-04832_note_0005.dita,Note,,,KA-04832_note_0005.dita,,,Note Remarque : L’époux ou le conjoint de fait doit valider les renseignements fournis par le demandeur et donner son consentement dans la lettre Consentement et Déclaration du conjoint ou dans une déclaration de revenus avant que ces renseignements ne puissent être utilisés aux fins de droit aux prestations. Consultez la section Envoyer une lettre Consentement et Déclaration du conjoint ci-dessous.,Note Remarque : L’époux ou le conjoint de fait doit valider les renseignements fournis par le demandeur et donner son consentement dans la lettre Consentement et Déclaration du conjoint ou dans une déclaration de revenus avant que ces renseignements ne puissent être utilisés aux fins de droit aux prestations. Consultez la section Envoyer une lettre Consentement et Déclaration du conjoint ci-dessous.
4065,4071,dita_document:4818a917a3d55a18852b,dita_document:da93e1275c6220c82ed7,1.0000004768371582,0.9998592,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05139_note_0001.dita,Callout,,,KA-05139_note_0001.dita,,,dita_document,KA-05139_note_0007.dita,Callout,,,KA-05139_note_0007.dita,,,"Callout Exception Le demandeur doit fournir son numéro d'identification polonais (PESEL) dans la section 1.11. Si le client ne le fournit pas après 2 tentatives pour l'obtenir, informez l'institution étrangère dans la section 4.9.","Callout Exception Le demandeur doit fournir son numéro d'identification polonais (PESEL) dans la section 1.11. Si le client ne le fournit pas après 2 tentatives pour l'obtenir, informez l'institution étrangère dans la section 4.9."
4310,4311,dita_document:1b2c3bfbe0d32e5d30d5,dita_document:203b4efd5abfeb4a158a,1.0000004768371582,0.99987316,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05225_note_0015.dita,Note,,,KA-05225_note_0015.dita,,,dita_document,KA-05225_note_0016.dita,Note,,,KA-05225_note_0016.dita,,,Note Remarque : Non requis en ce moment.,Note Remarque : Non requis en ce moment.
4310,4338,dita_document:1b2c3bfbe0d32e5d30d5,dita_document:faa6f8743996dc33b8b3,1.0000004768371582,0.99987316,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05225_note_0015.dita,Note,,,KA-05225_note_0015.dita,,,dita_document,KA-05230_note_0005.dita,Note,,,KA-05230_note_0005.dita,,,Note Remarque : Non requis en ce moment.,Note Remarque : Non requis en ce moment.
4310,4339,dita_document:1b2c3bfbe0d32e5d30d5,dita_document:d56a3127adefc8203565,1.0000004768371582,0.99987316,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05225_note_0015.dita,Note,,,KA-05225_note_0015.dita,,,dita_document,KA-05230_note_0006.dita,Note,,,KA-05230_note_0006.dita,,,Note Remarque : Non requis en ce moment.,Note Remarque : Non requis en ce moment.
4310,4340,dita_document:1b2c3bfbe0d32e5d30d5,dita_document:c8b6283627599843774c,1.0000004768371582,0.99987316,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05225_note_0015.dita,Note,,,KA-05225_note_0015.dita,,,dita_document,KA-05230_note_0007.dita,Note,,,KA-05230_note_0007.dita,,,Note Remarque : Non requis en ce moment.,Note Remarque : Non requis en ce moment.
4504,4516,dita_document:bed9b2910894d6bb64cd,dita_document:dd34244a42ca7b732408,1.0000004768371582,0.9998501,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05247_note_0007.dita,Note,,,KA-05247_note_0007.dita,,,dita_document,KA-05247_note_0019.dita,Note,,,KA-05247_note_0019.dita,,,Note Remarque : Remplissez les champs applicables en fonction de vos préférences de recherche.,Note Remarque : Remplissez les champs applicables en fonction de vos préférences de recherche.
4729,4733,dita_document:0f64b077ef3fb6365dc1,dita_document:beb59d54267f1f3c86e0,1.0000004768371582,0.9993999,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05425_note_0005.dita,Note,,,KA-05425_note_0005.dita,,,dita_document,KA-05425_note_0009.dita,Note,,,KA-05425_note_0009.dita,,,"Note Avertissement : Il doit y avoir une correspondance exacte entre le nom et la date de naissance de la personne avant que vous ne preniez des mesures pour suspendre un compte. En cas de doute ou s’il existe plusieurs correspondances potentielles, ne suspendez pas les prestations tant que vous n’avez pas confirmé que le compte appartient bien à la personne figurant dans le rapport.","Note Avertissement : Il doit y avoir une correspondance exacte entre le nom et la date de naissance de la personne avant que vous ne preniez des mesures pour suspendre un compte. En cas de doute ou s’il existe plusieurs correspondances potentielles, ne suspendez pas les prestations tant que vous n’avez pas confirmé que le compte appartient bien à la personne figurant dans le rapport."
4729,4741,dita_document:0f64b077ef3fb6365dc1,dita_document:366c1dfb681a820c8179,1.0000004768371582,0.9993999,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05425_note_0005.dita,Note,,,KA-05425_note_0005.dita,,,dita_document,KA-05425_note_0017.dita,Note,,,KA-05425_note_0017.dita,,,"Note Avertissement : Il doit y avoir une correspondance exacte entre le nom et la date de naissance de la personne avant que vous ne preniez des mesures pour suspendre un compte. En cas de doute ou s’il existe plusieurs correspondances potentielles, ne suspendez pas les prestations tant que vous n’avez pas confirmé que le compte appartient bien à la personne figurant dans le rapport.","Note Avertissement : Il doit y avoir une correspondance exacte entre le nom et la date de naissance de la personne avant que vous ne preniez des mesures pour suspendre un compte. En cas de doute ou s’il existe plusieurs correspondances potentielles, ne suspendez pas les prestations tant que vous n’avez pas confirmé que le compte appartient bien à la personne figurant dans le rapport."
4729,4742,dita_document:0f64b077ef3fb6365dc1,dita_document:8975cbffb656c4a55129,1.0000004768371582,0.9993999,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05425_note_0005.dita,Note,,,KA-05425_note_0005.dita,,,dita_document,KA-05425_note_0018.dita,Note,,,KA-05425_note_0018.dita,,,"Note Avertissement : Il doit y avoir une correspondance exacte entre le nom et la date de naissance de la personne avant que vous ne preniez des mesures pour suspendre un compte. En cas de doute ou s’il existe plusieurs correspondances potentielles, ne suspendez pas les prestations tant que vous n’avez pas confirmé que le compte appartient bien à la personne figurant dans le rapport.","Note Avertissement : Il doit y avoir une correspondance exacte entre le nom et la date de naissance de la personne avant que vous ne preniez des mesures pour suspendre un compte. En cas de doute ou s’il existe plusieurs correspondances potentielles, ne suspendez pas les prestations tant que vous n’avez pas confirmé que le compte appartient bien à la personne figurant dans le rapport."
4781,4809,dita_document:8eacbf2f94a73d2ecb9f,dita_document:31804dc847500943313f,1.0000004768371582,0.99987924,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05427_note_0010.dita,Note,,,KA-05427_note_0010.dita,,,dita_document,KA-05428_note_0009.dita,Note,,,KA-05428_note_0009.dita,,,"Note Remarque : Si le prénom de la personne contient des caractères spéciaux, Cúram enregistre le nom sans ces caractères.","Note Remarque : Si le prénom de la personne contient des caractères spéciaux, Cúram enregistre le nom sans ces caractères."
4898,4899,dita_document:4820f0abc33ac0afa8e0,dita_document:af91993fb6a141166c6d,1.0000004768371582,0.9998689,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05445_note_0015.dita,Note,,,KA-05445_note_0015.dita,,,dita_document,KA-05445_note_0016.dita,Note,,,KA-05445_note_0016.dita,,,Note Remarque : Ce champ n'apparaît que si le formulaire que vous ajoutez est le formulaire ISP-3008.,Note Remarque : Ce champ n'apparaît que si le formulaire que vous ajoutez est le formulaire ISP-3008.
4898,4900,dita_document:4820f0abc33ac0afa8e0,dita_document:8081fc67b1b2439f6dd9,1.0000004768371582,0.9998689,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05445_note_0015.dita,Note,,,KA-05445_note_0015.dita,,,dita_document,KA-05445_note_0017.dita,Note,,,KA-05445_note_0017.dita,,,Note Remarque : Ce champ n'apparaît que si le formulaire que vous ajoutez est le formulaire ISP-3008.,Note Remarque : Ce champ n'apparaît que si le formulaire que vous ajoutez est le formulaire ISP-3008.
4898,4901,dita_document:4820f0abc33ac0afa8e0,dita_document:e59e6101e28ad5c1da76,1.0000004768371582,0.9998689,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05445_note_0015.dita,Note,,,KA-05445_note_0015.dita,,,dita_document,KA-05445_note_0018.dita,Note,,,KA-05445_note_0018.dita,,,Note Remarque : Ce champ n'apparaît que si le formulaire que vous ajoutez est le formulaire ISP-3008.,Note Remarque : Ce champ n'apparaît que si le formulaire que vous ajoutez est le formulaire ISP-3008.
5113,5118,dita_document:288ae2ddac7837c19281,dita_document:2526febaceb8a8057754,1.0000004768371582,0.999896,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05476_note_0006.dita,Callout,,,KA-05476_note_0006.dita,,,dita_document,KA-05476_note_0011.dita,Callout,,,KA-05476_note_0011.dita,,,Callout Fraud OP for MM-YYYY to MM-YYYY added to the 3rd party debtor’s acct XXXXXXXXX,Callout Fraud OP for MM-YYYY to MM-YYYY added to the 3rd party debtor’s acct XXXXXXXXX
5149,5292,dita_document:4934faabc36c253b973f,dita_document:304249da2e8c256db597,1.0000004768371582,0.999893,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05482_note_0001.dita,Note,,,KA-05482_note_0001.dita,,,dita_document,KA-05490_note_0009.dita,Note,,,KA-05490_note_0009.dita,,,Note Remarque : Les champs obligatoires dans Cúram sont indiqués par un astérisque rouge.,Note Remarque : Les champs obligatoires dans Cúram sont indiqués par un astérisque rouge.
5206,5208,dita_document:4182cde49af9dee19c9b,dita_document:4d04d6acbba40ed89b94,1.0000004768371582,0.99988663,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05482_note_0058.dita,Note,,,KA-05482_note_0058.dita,,,dita_document,KA-05482_note_0060.dita,Note,,,KA-05482_note_0060.dita,,,Note Remarque : Ce champ s'affiche si vous avez saisi des renseignements à la page Renseignements sur l'époux ou le conjoint de fait.,Note Remarque : Ce champ s'affiche si vous avez saisi des renseignements à la page Renseignements sur l'époux ou le conjoint de fait.
