item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,cluster_id,item1_cluster_id,item2_cluster_id,same_duplicate_cluster,final_analysis,is_borderline,classification_source,llm_review_status,item1_node_type,item1_article_path,item1_article_title,item1_language,item1_topic_path,item1_source_element_path,item1_element_id,item1_conref_targets,item2_node_type,item2_article_path,item2_article_title,item2_language,item2_topic_path,item2_source_element_path,item2_element_id,item2_conref_targets,item1_text,item2_text
1206,3417,dita_document:db935025b77e9df251ef,dita_document:c56364a941271dd8882c,1.0000005960464478,0.99992436,duplicate/semantic duplicate,all_notes_en_cluster_00170,all_notes_en_cluster_00170,all_notes_en_cluster_00170,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01756_note_0014.dita,Note,,,KA-01756_note_0014.dita,,,dita_document,KA-05052_note_0011.dita,Note,,,KA-05052_note_0011.dita,,,"Note Note: Do not send this letter if the benefit is pending or being processed and a decision letter (e.g. award letter, denial letter) will be sent to advise of eligibility and entitlement.","Note Note: Do not send this letter if the benefit is pending or being processed and a decision letter (e.g. award letter, denial letter) will be sent to advise of eligibility and entitlement."
1256,1263,dita_document:e76b940572ffdb7bd310,dita_document:5d185a54a0894fff4f57,1.0000005960464478,0.9999127,duplicate/semantic duplicate,all_notes_en_cluster_00515,all_notes_en_cluster_00515,all_notes_en_cluster_00515,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01775_note_0024.dita,Note,,,KA-01775_note_0024.dita,,,dita_document,KA-01775_note_0031.dita,Note,,,KA-01775_note_0031.dita,,,"Note Note: If an ALW benefit application has been received for the spouse or common-law partner, ensure that both applications are processed together. To process the ALW benefit application, ALW Benefit Application (Scenario) ALW Benefit Application (Scenario)","Note Note: If an ALW benefit application has been received for the spouse or common-law partner, ensure that both applications are processed together. To process the ALW benefit application, ALW Benefit Application (Scenario) ALW Benefit Application (Scenario)"
3494,3517,dita_document:959b73b1396745b67182,dita_document:a7167dcfd73f74c52694,1.0000005960464478,0.9999106,duplicate/semantic duplicate,all_notes_en_cluster_00667,all_notes_en_cluster_00667,all_notes_en_cluster_00667,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05072_note_0020.dita,Note,,,KA-05072_note_0020.dita,,,dita_document,KA-05072_note_0043.dita,Note,,,KA-05072_note_0043.dita,,,"Note Note: When an applicant applies for CPPD benefits online through My Service Canada Account (MSCA), they certify their intent prior to submitting their application. This certification acts as the applicant's electronic signature.","Note Note: When an applicant applies for CPPD benefits online through My Service Canada Account (MSCA), they certify their intent prior to submitting their application. This certification acts as the applicant's electronic signature."
4052,4065,dita_document:60459a039e5d13b17f4b,dita_document:98cee6c13ec8cfe08d93,1.0000005960464478,0.9997189,duplicate/semantic duplicate,all_notes_en_cluster_00533,all_notes_en_cluster_00533,all_notes_en_cluster_00533,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05139_note_0003.dita,Note,,,KA-05139_note_0003.dita,,,dita_document,KA-05139_note_0016.dita,Note,,,KA-05139_note_0016.dita,,,"Note Note: If you are only waiting to confirm periods of Canadian residence to forward the application to Poland, send the application with the completed liaison form and add the following note in section 4.9: ""Canadian residence periods are currently under review. The information will be forwarded to your office once it is confirmed"". Follow-up with a new liaison form once you have confirmed the periods of Canadian residence.","Note Note: If you are only waiting to confirm periods of Canadian residence to forward the application to Poland, send the application with the completed liaison form and add the following note in section 4.9: ""Canadian residence periods are currently under review. The information will be forwarded to your office once it is confirmed"". Follow-up with a new liaison form once you have confirmed the periods of Canadian residence."
4347,5361,dita_document:b3a66998743bd70ba793,dita_document:f13cfc6c0e62bd005f8f,1.0000005960464478,0.99988455,duplicate/semantic duplicate,all_notes_en_cluster_00361,all_notes_en_cluster_00361,all_notes_en_cluster_00361,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05231_note_0016.dita,Note,,,KA-05231_note_0016.dita,,,dita_document,KA-05501_note_0012.dita,Note,,,KA-05501_note_0012.dita,,,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.
4347,5367,dita_document:b3a66998743bd70ba793,dita_document:81424fd5325dc0581ea1,1.0000005960464478,0.99988455,duplicate/semantic duplicate,all_notes_en_cluster_00361,all_notes_en_cluster_00361,all_notes_en_cluster_00361,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05231_note_0016.dita,Note,,,KA-05231_note_0016.dita,,,dita_document,KA-05501_note_0018.dita,Note,,,KA-05501_note_0018.dita,,,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.
4347,5372,dita_document:b3a66998743bd70ba793,dita_document:93574f6c39dbf8d45fe0,1.0000005960464478,0.99988455,duplicate/semantic duplicate,all_notes_en_cluster_00361,all_notes_en_cluster_00361,all_notes_en_cluster_00361,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05231_note_0016.dita,Note,,,KA-05231_note_0016.dita,,,dita_document,KA-05501_note_0023.dita,Note,,,KA-05501_note_0023.dita,,,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.
4347,5626,dita_document:b3a66998743bd70ba793,dita_document:8e902338afa99e092883,1.0000005960464478,0.99988455,duplicate/semantic duplicate,all_notes_en_cluster_00361,all_notes_en_cluster_00361,all_notes_en_cluster_00361,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05231_note_0016.dita,Note,,,KA-05231_note_0016.dita,,,dita_document,KA-05534_note_0005.dita,Note,,,KA-05534_note_0005.dita,,,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.
4892,4893,dita_document:42d34d14898dfc5e94b9,dita_document:2d44bd2cac3cb5e851af,1.0000005960464478,0.99983186,duplicate/semantic duplicate,all_notes_en_cluster_00310,all_notes_en_cluster_00310,all_notes_en_cluster_00310,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05445_note_0025.dita,Note,,,KA-05445_note_0025.dita,,,dita_document,KA-05445_note_0026.dita,Note,,,KA-05445_note_0026.dita,,,Note Note: This field only appears if the applicant does not have an existing spouse or common-law partner recorded on their Person Record or you select Add New Spouse Details in the Do you want to select existing Spouse/Common-Law partner or enter new spouse details? field.,Note Note: This field only appears if the applicant does not have an existing spouse or common-law partner recorded on their Person Record or you select Add New Spouse Details in the Do you want to select existing Spouse/Common-Law partner or enter new spouse details? field.
4892,4894,dita_document:42d34d14898dfc5e94b9,dita_document:36598f382e65c98f24ed,1.0000005960464478,0.99983186,duplicate/semantic duplicate,all_notes_en_cluster_00310,all_notes_en_cluster_00310,all_notes_en_cluster_00310,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05445_note_0025.dita,Note,,,KA-05445_note_0025.dita,,,dita_document,KA-05445_note_0027.dita,Note,,,KA-05445_note_0027.dita,,,Note Note: This field only appears if the applicant does not have an existing spouse or common-law partner recorded on their Person Record or you select Add New Spouse Details in the Do you want to select existing Spouse/Common-Law partner or enter new spouse details? field.,Note Note: This field only appears if the applicant does not have an existing spouse or common-law partner recorded on their Person Record or you select Add New Spouse Details in the Do you want to select existing Spouse/Common-Law partner or enter new spouse details? field.
5186,5189,dita_document:c659631268b52454eedd,dita_document:4182cde49af9dee19c9b,1.0000005960464478,0.9998931,duplicate/semantic duplicate,all_notes_en_cluster_00016,all_notes_en_cluster_00016,all_notes_en_cluster_00016,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05482_note_0055.dita,Note,,,KA-05482_note_0055.dita,,,dita_document,KA-05482_note_0058.dita,Note,,,KA-05482_note_0058.dita,,,"Note Note: If you select Yes , you must update the Date signed field.","Note Note: If you select Yes , you must update the Date signed field."
5215,5777,dita_document:ef8d477562a177bdb032,dita_document:d0ca093e46291704e771,1.0000005960464478,0.9998956,duplicate/semantic duplicate,all_notes_en_cluster_00758,all_notes_en_cluster_00758,all_notes_en_cluster_00758,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05485_note_0006.dita,Note,,,KA-05485_note_0006.dita,,,dita_document,KA-05644_note_0003.dita,Note,,,KA-05644_note_0003.dita,,,Note Note: This tab will only be displayed if migrated data is available.,Note Note: This tab will only be displayed if migrated data is available.
440,458,dita_document:42a77d1a6b40d7093e5e,dita_document:13b946fd05a1542b7f47,1.0000005960464478,0.9998846,duplicate/semantic duplicate,all_notes_en_cluster_00159,all_notes_en_cluster_00159,all_notes_en_cluster_00159,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01346_note_0002.dita,Note,,,KA-01346_note_0002.dita,,,dita_document,KA-01354_note_0003.dita,Note,,,KA-01354_note_0003.dita,,,Note Note: The Date of Birth field and at least one of the Name fields are mandatory.,Note Note: The Date of Birth field and at least one of the Name fields are mandatory.
440,919,dita_document:42a77d1a6b40d7093e5e,dita_document:d80adad6e549fa6783d2,1.0000005960464478,0.9998846,duplicate/semantic duplicate,all_notes_en_cluster_00159,all_notes_en_cluster_00159,all_notes_en_cluster_00159,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01346_note_0002.dita,Note,,,KA-01346_note_0002.dita,,,dita_document,KA-01629_note_0002.dita,Note,,,KA-01629_note_0002.dita,,,Note Note: The Date of Birth field and at least one of the Name fields are mandatory.,Note Note: The Date of Birth field and at least one of the Name fields are mandatory.
440,955,dita_document:42a77d1a6b40d7093e5e,dita_document:de50c0274776d1f09dd1,1.0000005960464478,0.9998846,duplicate/semantic duplicate,all_notes_en_cluster_00159,all_notes_en_cluster_00159,all_notes_en_cluster_00159,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01346_note_0002.dita,Note,,,KA-01346_note_0002.dita,,,dita_document,KA-01638_note_0002.dita,Note,,,KA-01638_note_0002.dita,,,Note Note: The Date of Birth field and at least one of the Name fields are mandatory.,Note Note: The Date of Birth field and at least one of the Name fields are mandatory.
458,919,dita_document:13b946fd05a1542b7f47,dita_document:d80adad6e549fa6783d2,1.0000005960464478,0.9998846,duplicate/semantic duplicate,all_notes_en_cluster_00159,all_notes_en_cluster_00159,all_notes_en_cluster_00159,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01354_note_0003.dita,Note,,,KA-01354_note_0003.dita,,,dita_document,KA-01629_note_0002.dita,Note,,,KA-01629_note_0002.dita,,,Note Note: The Date of Birth field and at least one of the Name fields are mandatory.,Note Note: The Date of Birth field and at least one of the Name fields are mandatory.
458,955,dita_document:13b946fd05a1542b7f47,dita_document:de50c0274776d1f09dd1,1.0000005960464478,0.9998846,duplicate/semantic duplicate,all_notes_en_cluster_00159,all_notes_en_cluster_00159,all_notes_en_cluster_00159,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01354_note_0003.dita,Note,,,KA-01354_note_0003.dita,,,dita_document,KA-01638_note_0002.dita,Note,,,KA-01638_note_0002.dita,,,Note Note: The Date of Birth field and at least one of the Name fields are mandatory.,Note Note: The Date of Birth field and at least one of the Name fields are mandatory.
919,955,dita_document:d80adad6e549fa6783d2,dita_document:de50c0274776d1f09dd1,1.0000005960464478,0.9998846,duplicate/semantic duplicate,all_notes_en_cluster_00159,all_notes_en_cluster_00159,all_notes_en_cluster_00159,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01629_note_0002.dita,Note,,,KA-01629_note_0002.dita,,,dita_document,KA-01638_note_0002.dita,Note,,,KA-01638_note_0002.dita,,,Note Note: The Date of Birth field and at least one of the Name fields are mandatory.,Note Note: The Date of Birth field and at least one of the Name fields are mandatory.
1243,1276,dita_document:6338340b839c615e1e71,dita_document:155b419dd00fc07149e4,1.0000005960464478,0.99992436,duplicate/semantic duplicate,all_notes_en_cluster_00170,all_notes_en_cluster_00170,all_notes_en_cluster_00170,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01775_note_0011.dita,Note,,,KA-01775_note_0011.dita,,,dita_document,KA-01777_note_0012.dita,Note,,,KA-01777_note_0012.dita,,,"Note Note: Do not send this letter if the benefit is pending or being processed and a decision letter (e.g. award letter, denial letter) will be sent to advise of eligibility and entitlement.","Note Note: Do not send this letter if the benefit is pending or being processed and a decision letter (e.g. award letter, denial letter) will be sent to advise of eligibility and entitlement."
1243,3417,dita_document:6338340b839c615e1e71,dita_document:c56364a941271dd8882c,1.0000005960464478,0.99992436,duplicate/semantic duplicate,all_notes_en_cluster_00170,all_notes_en_cluster_00170,all_notes_en_cluster_00170,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01775_note_0011.dita,Note,,,KA-01775_note_0011.dita,,,dita_document,KA-05052_note_0011.dita,Note,,,KA-05052_note_0011.dita,,,"Note Note: Do not send this letter if the benefit is pending or being processed and a decision letter (e.g. award letter, denial letter) will be sent to advise of eligibility and entitlement.","Note Note: Do not send this letter if the benefit is pending or being processed and a decision letter (e.g. award letter, denial letter) will be sent to advise of eligibility and entitlement."
1276,3417,dita_document:155b419dd00fc07149e4,dita_document:c56364a941271dd8882c,1.0000005960464478,0.99992436,duplicate/semantic duplicate,all_notes_en_cluster_00170,all_notes_en_cluster_00170,all_notes_en_cluster_00170,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01777_note_0012.dita,Note,,,KA-01777_note_0012.dita,,,dita_document,KA-05052_note_0011.dita,Note,,,KA-05052_note_0011.dita,,,"Note Note: Do not send this letter if the benefit is pending or being processed and a decision letter (e.g. award letter, denial letter) will be sent to advise of eligibility and entitlement.","Note Note: Do not send this letter if the benefit is pending or being processed and a decision letter (e.g. award letter, denial letter) will be sent to advise of eligibility and entitlement."
4893,4894,dita_document:2d44bd2cac3cb5e851af,dita_document:36598f382e65c98f24ed,1.0000005960464478,0.99983186,duplicate/semantic duplicate,all_notes_en_cluster_00310,all_notes_en_cluster_00310,all_notes_en_cluster_00310,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05445_note_0026.dita,Note,,,KA-05445_note_0026.dita,,,dita_document,KA-05445_note_0027.dita,Note,,,KA-05445_note_0027.dita,,,Note Note: This field only appears if the applicant does not have an existing spouse or common-law partner recorded on their Person Record or you select Add New Spouse Details in the Do you want to select existing Spouse/Common-Law partner or enter new spouse details? field.,Note Note: This field only appears if the applicant does not have an existing spouse or common-law partner recorded on their Person Record or you select Add New Spouse Details in the Do you want to select existing Spouse/Common-Law partner or enter new spouse details? field.
5361,5367,dita_document:f13cfc6c0e62bd005f8f,dita_document:81424fd5325dc0581ea1,1.0000005960464478,0.99988455,duplicate/semantic duplicate,all_notes_en_cluster_00361,all_notes_en_cluster_00361,all_notes_en_cluster_00361,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05501_note_0012.dita,Note,,,KA-05501_note_0012.dita,,,dita_document,KA-05501_note_0018.dita,Note,,,KA-05501_note_0018.dita,,,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.
5361,5372,dita_document:f13cfc6c0e62bd005f8f,dita_document:93574f6c39dbf8d45fe0,1.0000005960464478,0.99988455,duplicate/semantic duplicate,all_notes_en_cluster_00361,all_notes_en_cluster_00361,all_notes_en_cluster_00361,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05501_note_0012.dita,Note,,,KA-05501_note_0012.dita,,,dita_document,KA-05501_note_0023.dita,Note,,,KA-05501_note_0023.dita,,,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.
5361,5626,dita_document:f13cfc6c0e62bd005f8f,dita_document:8e902338afa99e092883,1.0000005960464478,0.99988455,duplicate/semantic duplicate,all_notes_en_cluster_00361,all_notes_en_cluster_00361,all_notes_en_cluster_00361,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05501_note_0012.dita,Note,,,KA-05501_note_0012.dita,,,dita_document,KA-05534_note_0005.dita,Note,,,KA-05534_note_0005.dita,,,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.
5367,5372,dita_document:81424fd5325dc0581ea1,dita_document:93574f6c39dbf8d45fe0,1.0000005960464478,0.99988455,duplicate/semantic duplicate,all_notes_en_cluster_00361,all_notes_en_cluster_00361,all_notes_en_cluster_00361,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05501_note_0018.dita,Note,,,KA-05501_note_0018.dita,,,dita_document,KA-05501_note_0023.dita,Note,,,KA-05501_note_0023.dita,,,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.
5367,5626,dita_document:81424fd5325dc0581ea1,dita_document:8e902338afa99e092883,1.0000005960464478,0.99988455,duplicate/semantic duplicate,all_notes_en_cluster_00361,all_notes_en_cluster_00361,all_notes_en_cluster_00361,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05501_note_0018.dita,Note,,,KA-05501_note_0018.dita,,,dita_document,KA-05534_note_0005.dita,Note,,,KA-05534_note_0005.dita,,,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.
5372,5626,dita_document:93574f6c39dbf8d45fe0,dita_document:8e902338afa99e092883,1.0000005960464478,0.99988455,duplicate/semantic duplicate,all_notes_en_cluster_00361,all_notes_en_cluster_00361,all_notes_en_cluster_00361,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-05501_note_0023.dita,Note,,,KA-05501_note_0023.dita,,,dita_document,KA-05534_note_0005.dita,Note,,,KA-05534_note_0005.dita,,,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.,Note Note: Selecting a case will generate a hyperlink to the case home page under Supporting Information under the Home tab of the task once the manual task is created.
89,92,dita_document:63d36fdc84e07f6e5223,dita_document:1d69598a7a0b6c80e9f5,1.0000004768371582,0.99993837,duplicate/semantic duplicate,all_notes_en_cluster_00226,all_notes_en_cluster_00226,all_notes_en_cluster_00226,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01080_note_0007.dita,Note,,,KA-01080_note_0007.dita,,,dita_document,KA-01080_note_0010.dita,Note,,,KA-01080_note_0010.dita,,,"Note Note: SPS does not allow the same user to intercept and redirect a payment. Therefore, if you intercept the payment, another agent must redirect it.","Note Note: SPS does not allow the same user to intercept and redirect a payment. Therefore, if you intercept the payment, another agent must redirect it."
89,94,dita_document:63d36fdc84e07f6e5223,dita_document:e4d15e2bbeb93a1f2b2d,1.0000004768371582,0.99993837,duplicate/semantic duplicate,all_notes_en_cluster_00226,all_notes_en_cluster_00226,all_notes_en_cluster_00226,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01080_note_0007.dita,Note,,,KA-01080_note_0007.dita,,,dita_document,KA-01080_note_0012.dita,Note,,,KA-01080_note_0012.dita,,,"Note Note: SPS does not allow the same user to intercept and redirect a payment. Therefore, if you intercept the payment, another agent must redirect it.","Note Note: SPS does not allow the same user to intercept and redirect a payment. Therefore, if you intercept the payment, another agent must redirect it."
532,548,dita_document:7bbb4b0fbe5c19b947bf,dita_document:fcf1fd4e01a70a324449,1.0000004768371582,0.9998208,duplicate/semantic duplicate,all_notes_en_cluster_00614,all_notes_en_cluster_00614,all_notes_en_cluster_00614,yes,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,KA-01396_note_0003.dita,Callout,,,KA-01396_note_0003.dita,,,dita_document,KA-01396_note_0019.dita,Callout,,,KA-01396_note_0019.dita,,,"Callout Example Line 1: Name Line 2: Civic address Line 3: City, 2-letter provincial or territorial code, Postal Code and Country","Callout Example Line 1: Name Line 2: Civic address Line 3: City, 2-letter provincial or territorial code, Postal Code and Country"
