item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,final_analysis,is_borderline,classification_source,llm_review_status,item1_node_type,item1_article_path,item1_article_title,item1_language,item1_topic_path,item1_source_element_path,item1_element_id,item1_conref_targets,item1_text,item2_node_type,item2_article_path,item2_article_title,item2_language,item2_topic_path,item2_source_element_path,item2_element_id,item2_conref_targets,item2_text
275,351,dita_document:ace853cec96507c8bf6b,dita_document:1b7dd89f87da437a48f4,1.0,0.99989796,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0276.dita,Note,,,note_c_0276.dita,,,Note Note: Do not select Unknown.,dita_document,note_c_0352.dita,Note,,,note_c_0352.dita,,,Note Note: Do not select Unknown .
361,362,dita_document:0b4b2ac09fa46bc5911e,dita_document:c0fe3a408d196e0d4e63,1.0,0.9998568,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0362.dita,Note,,,note_c_0362.dita,,,"Note Warning: At this time, the Department is committed to recording a client's email address in ITRDS but email is not an approved method of communication with clients or legal representatives. Do not communicate with the client by email.",dita_document,note_c_0363.dita,Note,,,note_c_0363.dita,,,"Note Warning: At this time, the Department is committed to recording a client's email address in ITRDS , but email is not an approved method of communication with clients or legal representatives. Do not communicate with the client by email."
361,2986,dita_document:0b4b2ac09fa46bc5911e,dita_document:fceea52a959bd6de9390,1.0,0.9998568,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0362.dita,Note,,,note_c_0362.dita,,,"Note Warning: At this time, the Department is committed to recording a client's email address in ITRDS but email is not an approved method of communication with clients or legal representatives. Do not communicate with the client by email.",dita_document,note_c_2987.dita,Note,,,note_c_2987.dita,,,"Note Warning: At this time, the Department is committed to recording a client's email address in ITRDS, but email is not an approved method of communication with clients or legal representatives. Do not communicate with the client by email."
527,528,dita_document:566fb1ae10c1d89b012a,dita_document:9856a655adfe6df3b8b0,1.0,0.99981105,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0528.dita,Note,,,note_c_0528.dita,,,"Note OAS Alert: To record and apply a cash receipt, refer to Overpayments, Remissions and Write-Offs (OAS Operational Procedures). To reverse, delete or adjust a cash receipt, refer to your existing guidance material. Overpayments, Remissions and Write-Offs Overpayments, Remissions and Write-Offs",dita_document,note_c_0529.dita,Note,,,note_c_0529.dita,,,"Note OAS Alert: To record and apply a cash receipt, refer to Overpayments, Remissions and Write-Offs (OAS Operational Procedures). To reverse, delete or adjust a cash receipt, refer to your existing guidance material. Overpayments, Remissions and Write-Offs Overpayments, Remissions and Write-Offs"
555,557,dita_document:d719b5049741d3579f2d,dita_document:b7e8e4443417edc618ff,1.0,0.9998739,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0556.dita,Note,,,note_c_0556.dita,,,"Note Note: The same person cannot recommend, verify and authorize a remission or write-off; these steps must all be performed by different individuals.",dita_document,note_c_0558.dita,Note,,,note_c_0558.dita,,,"Note Note : The same person cannot recommend, verify and authorize a remission or write-off; these steps must all be performed by different individuals."
593,4434,dita_document:4c5a4f96296bd00d350b,dita_document:0baa58d295802ffb9be4,1.0,0.9999419,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0594.dita,Note,,,note_c_0594.dita,,,"Note Warning: Once you decide that the file is going to be referred for an administrative investigation, do not contact the client to obtain additional information or take any further action on the account.",dita_document,note_c_4435.dita,Note,,,note_c_4435.dita,,,"Note WARNING: Once you decide that the file is going to be referred for an administrative investigation, do not contact the client to obtain additional information or take any further action on the account."
644,645,dita_document:70e915a63694d9d86bff,dita_document:8fdd8909f20b0218fea8,1.0,0.99989307,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0645.dita,Note,,,note_c_0645.dita,,,Note Note: The child's benefit for the -18 child will be paid to the person or agency that has decision-making responsibility and parenting time of the child,dita_document,note_c_0646.dita,Note,,,note_c_0646.dita,,,Note Note: The child's benefit for the -18 child will be paid to the person or agency that has decision-making responsibility and parenting time of the child.
676,738,dita_document:9e5d01c41ac8c767d0b9,dita_document:515dba7ad86c406312ae,1.0,0.99972767,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0677.dita,Note,,,note_c_0677.dita,,,"Note Note: You must use ITRDS to record the applicant's email address when it is provided on their application or form. At this time, the Department is committed to recording an applicant's email address in ITRDS but email is not an approved method of communication with the applicant due to privacy concerns. Do not communicate with the applicant by email.",dita_document,note_c_0739.dita,Note,,,note_c_0739.dita,,,"Note Note: You must use ITRDS to record the applicant's email address when it is provided on their application or form. At this time, the Department is committed to recording an applicant's email address in ITRDS , but email is not an approved method of communication with the applicant due to privacy concerns. Do not communicate with the applicant by email."
724,2706,dita_document:19884ec43b58aed4999b,dita_document:003150dc447611962c33,1.0,0.9998868,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0725.dita,Note,,,note_c_0725.dita,,,Note Note: Form number (XXX) is dependent on the country selected.,dita_document,note_c_2707.dita,Note,,,note_c_2707.dita,,,Note Note : Form number (XXX) is dependent on the country selected.
887,892,dita_document:70a3a0729bf8224055f1,dita_document:9f7cac8c1ea321a71242,1.0,0.9998836,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0888.dita,Note,,,note_c_0888.dita,,,Note Reminder: Printing documents is strongly discouraged except when directed.,dita_document,note_c_0893.dita,Note,,,note_c_0893.dita,,,Note Reminder : Printing documents is strongly discouraged except when directed.
993,3735,dita_document:26132f77dde01c1d4d1a,dita_document:4ed0279db164b343031c,1.0,0.9992195,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_0994.dita,Note,,,note_c_0994.dita,,,"Note Note: The payment frequency for a daily rate is not currently available in Cúram. If you are processing an option where the rate is daily (i.e. Commission des normes, de l'équité, de la santé et de la sécurité du travail ), proceed as follows: Use the Options Calculator Excel tool to calculate the estimate. If the option is to the client’s advantage, enter an Individual Payment Income entitlement override for the total individual payment income calculated by the Options Calculator. Refer to Eligibility and Entitlement Override Evidence—Add, Edit, View, and Delete in Cúram (Action) . Eligibility and Entitlement Override Evidence—Add, Edit, View, and Delete in Cúram (Action) When adding your note in ITRDS regarding the results of processing the option, ensure you include that an override was added in Cúram using the results from the Options Calculator Excel tool. Eligibility and Entitlement Override Evidence—Add, Edit, View, and Delete in Cúram (Action)",dita_document,note_c_3736.dita,Note,,,note_c_3736.dita,,,"Note Note: The payment frequency for a daily rate is not currently available in Cúram. If you are processing an option where the rate is daily (i.e. Commission des normes, de l'équité, de la santé et de la sécurité du travail ), proceed as follows: Use the Options Calculator Excel tool to calculate the estimate. If the option is to the client’s advantage.enter an Individual Payment Income entitlement override for the total individual payment income calculated by the Options Calculator. Refer to Eligibility and Entitlement Override Evidence—Add, Edit, View, and Delete in Cúram (Action) . Eligibility and Entitlement Override Evidence—Add, Edit, View, and Delete in Cúram (Action) When adding your note in ITRDS regarding the results of processing the option, ensure you include that an override was added in Cúram using the results from the Options Calculator Excel tool. Eligibility and Entitlement Override Evidence—Add, Edit, View, and Delete in Cúram (Action)"
1064,3023,dita_document:2328efc6ce5c387e076f,dita_document:3c5e59cdecb5c2e43dac,1.0,0.9998342,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1065.dita,Note,,,note_c_1065.dita,,,"Note Note for IO staff: Before authorizing the Application Case under an ISSA, you must add and activate all foreign creditable periods in the FEC. Foreign Creditable Period—Add, View, Edit or Delete in Cúram (Action). Foreign Creditable Period—Add, View, Edit or Delete in Cúram (Action).",dita_document,note_c_3024.dita,Note,,,note_c_3024.dita,,,"Note Note for IO staff: Before authorizing the Application Case under an ISSA, you must add and activate all foreign creditable periods in the FEC. Foreign Creditable Period—Add, View, Edit or Delete in Cúram (Action) Foreign Creditable Period—Add, View, Edit or Delete in Cúram (Action)"
1129,2014,dita_document:0031935401af3014f324,dita_document:ffcdc9f06c399de3f3af,1.0,0.9999,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1130.dita,Note,,,note_c_1130.dita,,,Note Note: Do not modify the home or mailing address if the Statement of Contributions (CRA source) address includes C/O unless there is information on file to support the address change. Third Party Requests (Scenario) Third Party Requests (Scenario),dita_document,note_c_2015.dita,Note,,,note_c_2015.dita,,,Note Note: Do not modify the home or mailing address if the Statement of Contributions (CRA source) address includes “c/o” unless there is information on file to support the address change. Third Party Requests (Scenario) Third Party Requests (Scenario)
1214,1215,dita_document:e538702554675995758b,dita_document:8ac7cd228bf28a779d16,1.0,0.9999178,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1215.dita,Note,,,note_c_1215.dita,,,Note Note: You can also access the Add Earnings screen through the Contributions screen or the Interim Earnings block within a Data Capture session.,dita_document,note_c_1216.dita,Note,,,note_c_1216.dita,,,Note Note : You can also access the Add Earnings screen through the Contributions screen or the Interim Earnings block within a Data Capture session.
1221,1225,dita_document:937ce0e9864baf1b663b,dita_document:4b7d6e8775bae8acead0,1.0,0.99970084,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1222.dita,Note,,,note_c_1222.dita,,,"Note OAS Alert: For information regarding alternative collection methods, refer to the following guidance material: Overpayments, Remissions and Write-Offs (OAS Operational Procedures) Overpayments, Remissions and Write-Offs Overpayments (Functional Guidance and Procedures) Overpayments Deductions (OAS On-line System User Manual - This reference material is not owned or maintained by the Knowledge Management Tool.) Deductions Overpayments, Remissions and Write-Offs Overpayments Deductions",dita_document,note_c_1226.dita,Note,,,note_c_1226.dita,,,"Note OAS Alert: For information regarding alternative collection methods, refer to the following guidance material: Overpayments, Remissions and Write-Offs (OAS Operational Procedures) Overpayments, Remissions and Write-Offs Overpayments (Functional Guidance and Procedures) Overpayments Deductions (OAS On-line System User Manual - This reference material is not owned or maintained by the Knowledge Management Tool.) Deductions Overpayments, Remissions and Write-Offs Overpayments Deductions"
1246,1250,dita_document:a231aa9b4194b3075887,dita_document:0a7b1013af83460784a1,1.0,0.99975294,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1247.dita,Note,,,note_c_1247.dita,,,"Note Warning: If payment attempt status is Returned with reason Reclaimed Foreign Cheque and the Correspondence Indicator is set to N (i.e. showing the cheque has not been returned), do not cancel the payment as it will be part of the overpayment. You must request the cheque be returned in the applicable overpayment letter. Reclaimed Foreign Cheque (Action) Reclaimed Foreign Cheque (Action)",dita_document,note_c_1251.dita,Note,,,note_c_1251.dita,,,"Note Warning: If payment attempt status is Returned with reason Reclaimed Foreign Cheque and the Correspondence Indicator is set to N (i.e. showing the cheque has not been returned), do not cancel the payment as it will be part of the overpayment. You must request the cheque be returned in the applicable overpayment letter. Reclaimed Foreign Cheque (Action) Reclaimed Foreign Cheque (Action)"
1267,3756,dita_document:91dbfe5c89857b5cd17d,dita_document:10fa6058a355ef11a4a6,1.0,0.99988675,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1268.dita,Callout,,,note_c_1268.dita,,,Callout Bill C-31 limiting payments has impacted this client’s account. Please forward any enquiries to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD,dita_document,note_c_3757.dita,Callout,,,note_c_3757.dita,,,Callout Bill C-31 limiting payments has impacted this client’s account. Please forward any enquiries to NC-OAS-CSC-ENQUIRIES-SV-DEMANDES-SCC-GD.
1283,1887,dita_document:cc1d16e885310f0db84b,dita_document:fa8285196271f66932fb,1.0,0.99988365,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1284.dita,Note,,,note_c_1284.dita,,,Note Note : This YAMPE amount will continue for each subsequent year.,dita_document,note_c_1888.dita,Note,,,note_c_1888.dita,,,Note Note: This YAMPE amount will continue for each subsequent year.
1401,1403,dita_document:13bd326fb702b2cc32ee,dita_document:7298f68408e6499f1534,1.0,0.99993026,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1402.dita,Note,,,note_c_1402.dita,,,"Note New Note: The titles Mr., Mrs., Ms., and Miss are optional and only appear on the paper application.",dita_document,note_c_1404.dita,Note,,,note_c_1404.dita,,,"Note New Note: The titles Mr., Mrs., Ms. and Miss are optional and only appear on the paper application."
1426,1445,dita_document:516c4ab8804f4773a3a5,dita_document:879de2427c974aee7072,1.0,0.9998045,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1427.dita,Callout,,,note_c_1427.dita,,,Callout Example 3 Client's RTR effective date is February of the previous taxation year Client became disabled with a DOO of November of the previous taxation year (reported in box 13). The number of months-disability (box 21) will be 12. The number of months-retirement (box 23) will be 0.,dita_document,note_c_1446.dita,Callout,,,note_c_1446.dita,,,Callout Example 3 Client's RTR effective date is February of the previous taxation year. Client became disabled with a DOO of November of the previous taxation year (reported in box 13). The number of months-disability (box 21) will be 12. The number of months-retirement (box 23) will be 0.
1481,1483,dita_document:6a1c42a0aa4b4b7d9a9f,dita_document:3d6c63f22ba45d96244b,1.0,0.9998683,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1482.dita,Note,,,note_c_1482.dita,,,"Note Note: This step should be performed whenever existing evidence is edited or new evidence is added, and before applying In-Edit evidences. It is used to confirm that evidences are accurate and suggests that further review is required if you get unexpected results. This step provides a preview of the client's continued eligibility period and entitlement amounts.",dita_document,note_c_1484.dita,Note,,,note_c_1484.dita,,,Note Note: This step should be performed whenever existing evidence is edited or new evidence is added and before applying In-Edit evidences. It is used to confirm that evidences are accurate and suggests that further review is required if you get unexpected results. This step provides a preview of the client's continued eligibility period and entitlement amounts.
1529,1530,dita_document:4d1f0045b6e0830b0da6,dita_document:b68a8c0d61085fd8f321,1.0,0.9998874,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1530.dita,Note,,,note_c_1530.dita,,,"Note Note: If a file originated in another region, submit the completed ISP-0415-B form to the appropriate regional ISB via the following ISB Regional General Delivery (GD) inboxes:",dita_document,note_c_1531.dita,Note,,,note_c_1531.dita,,,"Note Note: If a file originated in another region, submit the completed ISP-0415-B form to the appropriate regional ISB via the following ISB Regional General Delivery (GD) inboxes."
1531,1532,dita_document:2ab74ccfebb9d35b601d,dita_document:06634a507f6ad3805bda,1.0,0.99985015,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1532.dita,Note,,,note_c_1532.dita,,,"Note Administrative Penalty Alert: This procedure is intended for use by designated penalties staff only. To ensure you are authorized to proceed, refer to the Designated Penalties Contact List Download link (PDF, 96.5 KB). Designated Penalties Contact List Designated Penalties Contact List",dita_document,note_c_1533.dita,Note,,,note_c_1533.dita,,,"Note Administrative Penalty Alert: This procedure is intended for use by designated penalties staff only. To ensure you are authorized to proceed,refer to the Designated Penalties Contact List Download link (PDF, 96.5 KB). Designated Penalties Contact List Designated Penalties Contact List"
1656,1657,dita_document:9014a79b7aefe439b23f,dita_document:81c25219dcaa5e7ba4fa,1.0,0.99993205,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_1657.dita,Note,,,note_c_1657.dita,,,"Note Note: In most cases, the benefit cease date will be the same as the benefit suspension date.",dita_document,note_c_1658.dita,Note,,,note_c_1658.dita,,,Note Note: In most cases the benefit cease date will be the same as the benefit suspension date.
2182,2183,dita_document:2f54d2b66ddd5470cd5b,dita_document:b9535ec77a717ac4b946,1.0,0.99967057,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_2183.dita,Note,,,note_c_2183.dita,,,"Note Note: For exceptional circumstances, the next of kin can provide a signed written statement that clarifies the circumstances regarding the payment of the funeral expenses, and the agent can send an enquiry to Policy via the National Business Expertise Tool Internal link (NEXO) (access required) by following normal channels. National Business Expertise Tool National Business Expertise Tool",dita_document,note_c_2184.dita,Note,,,note_c_2184.dita,,,"Note Note: For exceptional circumstances, the next of kin can provide a signed written statement that clarifies the circumstances regarding the payment of the funeral expenses and the agent can send an enquiry to Policy via the National Business Expertise Tool Internal link (NEXO) (access required) by following normal channels. National Business Expertise Tool National Business Expertise Tool"
2431,2432,dita_document:8a1d20e5259303742d7b,dita_document:b1b116f32106f5fa31b8,1.0,0.9998207,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_2432.dita,Callout,,,note_c_2432.dita,,,Callout Examples: OAS -CIC.RRRR.BASIC.AaaaB.123456789012.pdf or OAS -CIC.RRRR.COMPLEX.AaaaB.123456789012.pdf,dita_document,note_c_2433.dita,Callout,,,note_c_2433.dita,,,Callout Examples: OAS- CIC .RRRR.BASIC.AaaaB.123456789012.pdf or OAS- CIC .RRRR.COMPLEX.AaaaB.123456789012.pdf
2433,2434,dita_document:9530ee0375ca4bd3b346,dita_document:272c0b7d8b4ca74c35f0,1.0,0.9998207,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_2434.dita,Callout,,,note_c_2434.dita,,,Callout Examples: OAS-CIC. RRRR .BASIC.AaaaB.123456789012.pdf or OAS-CIC. RRRR .COMPLEX.AaaaB.123456789012.pdf,dita_document,note_c_2435.dita,Callout,,,note_c_2435.dita,,,Callout Examples: OAS-CIC.RRRR. BASIC .AaaaB.123456789012.pdf or OAS-CIC.RRRR. COMPLEX .AaaaB.123456789012.pdf
2563,7242,dita_document:5694b36bba2731f8c0a3,dita_document:d86c38a9cc2c4dcb53a9,1.0,0.99988055,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed,dita_document,note_c_2564.dita,Callout,,,note_c_2564.dita,,,"Callout {($175.00 × 2) × 8} ∕ 8 × 12 = $4,200.00",dita_document,note_c_7243.dita,Callout,,,note_c_7243.dita,,,"Callout {(175,00 $ × 2) × 8} ∕ 8 × 12 = 4 200,00 $"
