item1_index,item2_index,item1_node_id,item2_node_id,embedding_similarity,cross_encoder_score,final_relationship_type,final_analysis,is_borderline,classification_source,llm_review_status
275,351,dita_document:ace853cec96507c8bf6b,dita_document:1b7dd89f87da437a48f4,1.0,0.99989796,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
361,362,dita_document:0b4b2ac09fa46bc5911e,dita_document:c0fe3a408d196e0d4e63,1.0,0.9998568,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
361,2986,dita_document:0b4b2ac09fa46bc5911e,dita_document:fceea52a959bd6de9390,1.0,0.9998568,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
527,528,dita_document:566fb1ae10c1d89b012a,dita_document:9856a655adfe6df3b8b0,1.0,0.99981105,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
555,557,dita_document:d719b5049741d3579f2d,dita_document:b7e8e4443417edc618ff,1.0,0.9998739,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
593,4434,dita_document:4c5a4f96296bd00d350b,dita_document:0baa58d295802ffb9be4,1.0,0.9999419,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
644,645,dita_document:70e915a63694d9d86bff,dita_document:8fdd8909f20b0218fea8,1.0,0.99989307,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
676,738,dita_document:9e5d01c41ac8c767d0b9,dita_document:515dba7ad86c406312ae,1.0,0.99972767,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
724,2706,dita_document:19884ec43b58aed4999b,dita_document:003150dc447611962c33,1.0,0.9998868,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
887,892,dita_document:70a3a0729bf8224055f1,dita_document:9f7cac8c1ea321a71242,1.0,0.9998836,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
993,3735,dita_document:26132f77dde01c1d4d1a,dita_document:4ed0279db164b343031c,1.0,0.9992195,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1064,3023,dita_document:2328efc6ce5c387e076f,dita_document:3c5e59cdecb5c2e43dac,1.0,0.9998342,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1129,2014,dita_document:0031935401af3014f324,dita_document:ffcdc9f06c399de3f3af,1.0,0.9999,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1214,1215,dita_document:e538702554675995758b,dita_document:8ac7cd228bf28a779d16,1.0,0.9999178,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1221,1225,dita_document:937ce0e9864baf1b663b,dita_document:4b7d6e8775bae8acead0,1.0,0.99970084,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1246,1250,dita_document:a231aa9b4194b3075887,dita_document:0a7b1013af83460784a1,1.0,0.99975294,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1267,3756,dita_document:91dbfe5c89857b5cd17d,dita_document:10fa6058a355ef11a4a6,1.0,0.99988675,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1283,1887,dita_document:cc1d16e885310f0db84b,dita_document:fa8285196271f66932fb,1.0,0.99988365,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1401,1403,dita_document:13bd326fb702b2cc32ee,dita_document:7298f68408e6499f1534,1.0,0.99993026,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1426,1445,dita_document:516c4ab8804f4773a3a5,dita_document:879de2427c974aee7072,1.0,0.9998045,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1481,1483,dita_document:6a1c42a0aa4b4b7d9a9f,dita_document:3d6c63f22ba45d96244b,1.0,0.9998683,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1529,1530,dita_document:4d1f0045b6e0830b0da6,dita_document:b68a8c0d61085fd8f321,1.0,0.9998874,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1531,1532,dita_document:2ab74ccfebb9d35b601d,dita_document:06634a507f6ad3805bda,1.0,0.99985015,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
1656,1657,dita_document:9014a79b7aefe439b23f,dita_document:81c25219dcaa5e7ba4fa,1.0,0.99993205,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2182,2183,dita_document:2f54d2b66ddd5470cd5b,dita_document:b9535ec77a717ac4b946,1.0,0.99967057,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2431,2432,dita_document:8a1d20e5259303742d7b,dita_document:b1b116f32106f5fa31b8,1.0,0.9998207,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2433,2434,dita_document:9530ee0375ca4bd3b346,dita_document:272c0b7d8b4ca74c35f0,1.0,0.9998207,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2563,7242,dita_document:5694b36bba2731f8c0a3,dita_document:d86c38a9cc2c4dcb53a9,1.0,0.99988055,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2662,2666,dita_document:01776864162f177a0a63,dita_document:f0809c26b8da7ae6b35d,1.0,0.9998813,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2672,7353,dita_document:ec9f18635dbd69c648b9,dita_document:5669553081f8c6f5cedf,1.0,0.9998914,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2674,7355,dita_document:e388cf0bdfa7c98ee1c9,dita_document:41a2b054ea3662568171,1.0,0.9998963,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2675,7356,dita_document:7eddd98845cc68311c9e,dita_document:323c221661ec239dc383,1.0,0.99989,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2676,7357,dita_document:3f85ee3c25badb816bfc,dita_document:9f8db063b016eca6b0af,1.0,0.99989504,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2678,7359,dita_document:e129ff58e3ee16a0d29e,dita_document:97508459b01c2cd6e5de,1.0,0.99989676,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2679,7360,dita_document:090f9492b2c270c7ab8f,dita_document:cd168f82fbe1137c49b1,1.0,0.9998984,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2680,7361,dita_document:9d090655d522b2be3aa3,dita_document:44b6a3842e67b8276ca4,1.0,0.99989796,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2681,7362,dita_document:e08e64b0d92725a4ceaa,dita_document:ff75ec0b74321388f31c,1.0,0.99988824,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2682,7363,dita_document:1cd9fcdfd53a9fad6f11,dita_document:10128ee3bf43550dc688,1.0,0.9999005,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2683,7364,dita_document:46a516bcf622058f0361,dita_document:10b19c3aba1a1aadc9e2,1.0,0.99984246,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2696,3400,dita_document:5ab378e4930a7be2334d,dita_document:7964faec637c043471f7,1.0,0.9999286,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2715,7396,dita_document:31d56cfb8b80e05066fa,dita_document:eff8f8f14eaad0bed5bc,1.0,0.9998322,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2719,2724,dita_document:4d4c2d058538dee6a521,dita_document:c221efa826e24d8bcb73,1.0,0.9996114,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2787,2792,dita_document:8cf055edd8f0dc834e96,dita_document:860c5cf50129b95338dc,1.0,0.9998452,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2919,7609,dita_document:313a001ca43c1d37adc3,dita_document:85927b3a96e807ef07ff,1.0,0.99987084,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2920,7610,dita_document:f8a3578685d2a42f3833,dita_document:43a2cde3462a1393609b,1.0,0.99978906,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2921,7611,dita_document:6cae6e81620ea0fbe3e9,dita_document:a5a6cf7803b220b95169,1.0,0.9998694,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2922,7612,dita_document:5bab70d4595c3025c131,dita_document:de64a8869b464b0ba7f6,1.0,0.9998789,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3084,3088,dita_document:bbff5b3871feb46f94f0,dita_document:75cd9292582ed9b36d59,1.0,0.9993205,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3099,3143,dita_document:befae2511d67c502600f,dita_document:21260438ea90d0236645,1.0,0.99992317,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3101,3132,dita_document:5005cea39d24577a473f,dita_document:63f5e02b7749029c58f5,1.0,0.99990684,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3102,3137,dita_document:e3ce5a758c41fe0be199,dita_document:a4585526cc994b0f84b2,1.0,0.9998992,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3103,3138,dita_document:7032bd123b883ea5c016,dita_document:c65e979785ec49c01a45,1.0,0.99987996,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3103,3346,dita_document:7032bd123b883ea5c016,dita_document:ef824293a9d87cf871db,1.0,0.9998702,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3118,3135,dita_document:d77cf1fb834bb9848e79,dita_document:2e2db754d28354205f66,1.0,0.99989164,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3125,3130,dita_document:bd6565aea000977448da,dita_document:71fa58392f976239d7ef,1.0,0.99968004,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3206,3258,dita_document:3c522a8775a71e651f55,dita_document:89f173fd0dd41fc0904a,1.0,0.9998951,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3246,3247,dita_document:bf13161a50230436c999,dita_document:785c99ecc5908729c872,1.0,0.9998603,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3328,3329,dita_document:2ecf3d5a4e067f42ac88,dita_document:e008ecb19cb5f7f0c76d,1.0,0.9996489,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3360,3502,dita_document:a853f388a23eb365985a,dita_document:5f883a6eba8d01debef9,1.0,0.9998298,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3421,3464,dita_document:cc5b9914f70dee832857,dita_document:9945e528a70471ebdb35,1.0,0.9998782,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3449,3515,dita_document:26f2b72ade3008cb773f,dita_document:aed74cf52ea97c8b4d9a,1.0,0.999906,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3449,3530,dita_document:26f2b72ade3008cb773f,dita_document:a71aa6aca62f711cb759,1.0,0.999906,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3451,4239,dita_document:8f093b965d7b8c7475b8,dita_document:024f8c0fc7641e8b00a5,1.0,0.9999234,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3454,3506,dita_document:da5e2b1ca20adc5422fb,dita_document:d55db4496811025cd5d0,1.0,0.99989283,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3455,3474,dita_document:78ddefc17f6027e95f08,dita_document:3534e0194a03d187b8d4,1.0,0.9999165,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3455,3478,dita_document:78ddefc17f6027e95f08,dita_document:2bfe32d56e1050e44c6d,1.0,0.9999165,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3511,3793,dita_document:37e0b2bbe700ffe494b7,dita_document:37466f5e0f53a89b3a71,1.0,0.99983037,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3535,3536,dita_document:b0356b80294aa275129d,dita_document:cfaac9b811c59a38b359,1.0,0.9998094,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3545,3555,dita_document:0ddae1c5c97007b33d2d,dita_document:aa8a9de79642b0268c02,1.0,0.99989396,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3556,3566,dita_document:0e4270e6fcfe55b16cb8,dita_document:2fa12ea67721764aaf30,1.0,0.99988353,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3592,4353,dita_document:100278b1ab69124ad6f2,dita_document:13869d1244e1e74559ba,1.0,0.9998993,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3788,3792,dita_document:2326556ab1a40c6d8320,dita_document:0f5373f243e19354015d,1.0,0.9996289,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3788,3808,dita_document:2326556ab1a40c6d8320,dita_document:99f663f43f50c001e245,1.0,0.99962,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3796,3809,dita_document:641620681fd07de288fa,dita_document:01668ef4a454cb6d565e,1.0,0.9999355,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3798,3810,dita_document:dea84f2cb6196fe09028,dita_document:44fdccf84e31a3670287,1.0,0.99993366,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3906,3907,dita_document:966eb16962f6621df8fb,dita_document:59a216c92e1096e8a235,1.0,0.9998847,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3926,3931,dita_document:1bcaae099f14acd48e3a,dita_document:18ece09abd241600bc48,1.0,0.9998695,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
3926,3932,dita_document:1bcaae099f14acd48e3a,dita_document:86371139645de1e072e7,1.0,0.99986786,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
4118,4486,dita_document:d1d9c5c66ebd7ef015a1,dita_document:2cc56d39474af1235fd4,1.0,0.9998931,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
4119,4487,dita_document:aa4b06e1d7db110dd983,dita_document:833baec1dc54421b3766,1.0,0.9999032,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
4122,4488,dita_document:444e1f52d1a6e3faefda,dita_document:76dd56431522c89c0973,1.0,0.9999016,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
4269,4345,dita_document:4e6d77df06715965f4b5,dita_document:cdab069249b60c4158a9,1.0,0.99976355,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
4379,4381,dita_document:ded696ecac5e906609b7,dita_document:9f38a7b6ba0e390a6337,1.0,0.9998908,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
4430,4431,dita_document:d303164d0df9d92fb375,dita_document:620babc7066e36b0e144,1.0,0.99991745,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
4700,4974,dita_document:9e8cf7a644688e6a5e8e,dita_document:6c4aa84be0213d7ad76c,1.0,0.99968106,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
4843,4969,dita_document:7f3a4c279d8ae83bef45,dita_document:137f3166f6306c355309,1.0,0.9997805,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
4844,5393,dita_document:5453beff0e7c6e27abbd,dita_document:9db0d5593fc081f02d07,1.0,0.99978065,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
4881,4900,dita_document:dddca8fff956e9578f45,dita_document:d8430b213b1e136c5144,1.0,0.99986327,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
4892,5114,dita_document:d908ecb0f1628ed7e369,dita_document:1276066c5a607964d9fb,1.0,0.99987346,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
4912,5891,dita_document:52db50625541fd29c2b2,dita_document:298c1a07274ef83f90b7,1.0,0.99988586,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
4970,4987,dita_document:bbbd3e1fa9d4f75c9cf9,dita_document:655bb75c81d018d70643,1.0,0.99978083,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
4986,5392,dita_document:d848787cf51e56160034,dita_document:d973565dbf0f1f20c3ef,1.0,0.99979764,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
5108,5111,dita_document:c56b7648d4c7abb68633,dita_document:0c7f78333bd009322147,1.0,0.9998212,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
5212,9191,dita_document:d3df2c74fd6626f4ce00,dita_document:6251bc723d523e934b24,1.0,0.9998126,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
5666,5668,dita_document:2718d5dd2ee2e1a2fe3a,dita_document:ed0721cefcbabc7e7dad,1.0,0.998534,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
5710,7715,dita_document:96817b58f70ed40aadc7,dita_document:7e08e27aff587bcb8af3,1.0,0.99958056,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
6192,6193,dita_document:1282dca1916f4b2c9beb,dita_document:f0c5ff9c5b2c47acf954,1.0,0.99979883,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
6317,6322,dita_document:f7161e113be16fe0330a,dita_document:b12d0059be5fa11845da,1.0,0.99974585,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
6642,6647,dita_document:ffae8da6cf1b31ff4925,dita_document:6367200ce81a00c9ab26,1.0,0.99985564,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
7111,7112,dita_document:6bb74ee35659354946ec,dita_document:e73e3ca0628aa604d549,1.0,0.99981344,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
7113,7114,dita_document:294d04ff9fcc74b3f314,dita_document:15883d8d7cd4078a5dc3,1.0,0.99981344,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
7377,7380,dita_document:1155d1b6531489338d45,dita_document:62ae00b3188bc71318e2,1.0,0.99990755,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
7495,7577,dita_document:b46ab67f998449b40b90,dita_document:72777eb3d3b5bf89ac51,1.0,0.9996997,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
7777,7782,dita_document:b50a5ab06995d6025568,dita_document:01236fd7566a5dea92ac,1.0,0.9986862,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
7822,7926,dita_document:9a1f91e235ce68ce7270,dita_document:e3c3bc31b3c7d32db37c,1.0,0.9992016,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
7822,7928,dita_document:9a1f91e235ce68ce7270,dita_document:26cdbbc4dfb60322b232,1.0,0.9992016,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8062,8205,dita_document:7ddadd26c1efb50e6ffa,dita_document:eb9b8ea0936721d2f798,1.0,0.9997843,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8150,8159,dita_document:13ec15e17ab1a2013d4a,dita_document:81c92a8248f6f47fe43f,1.0,0.99987495,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8165,8167,dita_document:7a50cda3ad06f110df0f,dita_document:04dc1bdde33bc8506032,1.0,0.9998379,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8166,8170,dita_document:598f6e6aaea75b37675f,dita_document:9792b66b4e0816e73235,1.0,0.99985415,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8180,8181,dita_document:7e48a19c7e538eb74bc1,dita_document:85145efd6aa4b94804a3,1.0,0.9998444,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8200,9141,dita_document:a7e4837cf0e58b0ddc0f,dita_document:df0ca01814cbe6e682bd,1.0,0.9999051,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8216,8232,dita_document:90061ebcc8e21833c63e,dita_document:da3dba361b3e81770e4b,1.0,0.99985856,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8241,8253,dita_document:bf9face2471c60aea8e0,dita_document:f726c638bdecbc5d88b7,1.0,0.9997158,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8245,8256,dita_document:2a2239e9e860ca690dc2,dita_document:ac75b4b500ed3b50f999,1.0,0.9996968,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8258,8268,dita_document:ce198d3bd7100ec50685,dita_document:fd199a4467f527930d3b,1.0,0.99985504,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8258,8271,dita_document:ce198d3bd7100ec50685,dita_document:6cff59c2dbc23be31e11,1.0,0.99985117,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8269,8272,dita_document:e7ec527ca72bb8e1255e,dita_document:17c8a9e24008ddfe09dd,1.0,0.99993294,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8273,8274,dita_document:bdb49eed25d07bf28b27,dita_document:1c4b1ecdc15a9e93c955,1.0,0.9998805,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8495,8500,dita_document:49e7a4640ebe188045cd,dita_document:8bc8ef90e7c1d27d3b08,1.0,0.9995148,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8599,8600,dita_document:2c36f7e1ace8d581a342,dita_document:e687fd39e65b5af62d60,1.0,0.9997692,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8837,8840,dita_document:b18241b0eb425c160d53,dita_document:ecb76bfceca041edf904,1.0,0.99985725,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
8871,8874,dita_document:ad951acd2992fdd9ed6f,dita_document:48a7cf0db1d75377bfa7,1.0,0.9998618,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
9127,9129,dita_document:e0ddbe553c50cf0ca097,dita_document:5281128425c3359b9f94,1.0,0.9998575,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
9181,9187,dita_document:5dc34d34773b9f3476aa,dita_document:870e1f94f8a17abc75ae,1.0,0.9998379,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
4761,4787,dita_document:9902c660c076f709bd9c,dita_document:78f42e0d5be23cfd5f98,0.9999850988388062,0.99979347,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
3147,3158,dita_document:d256d2f78dc8817a36b0,dita_document:78c287288ac75be21917,0.9999771118164062,0.99971366,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
3474,3478,dita_document:3534e0194a03d187b8d4,dita_document:2bfe32d56e1050e44c6d,0.9999628663063048,0.9999216,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
174,371,dita_document:eac250b39069c48b05fe,dita_document:58d2dc100c00b315b73e,0.9999229907989502,0.9999367,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
5206,5208,dita_document:954da8fad91f03f69723,dita_document:fd553801a522070ea2ed,0.999919295310974,0.9992503,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
3175,3178,dita_document:c33ca229fb836237479e,dita_document:e5a587e08b6d4ede8349,0.9998958110809326,0.9997453,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
7606,7607,dita_document:aa23f2ec657dc98326b6,dita_document:280d2547dc00314905ab,0.9998736381530762,0.99977666,duplicate/semantic duplicate,"CrossEncoder, embedding, and lexical overlap strongly support duplication.",False,cross_encoder,not_needed
697,737,dita_document:ce7ad2dee737fb0a8e0e,dita_document:012f34541ccfdb6dfb32,0.9998698234558104,0.9998375,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
362,2986,dita_document:c0fe3a408d196e0d4e63,dita_document:fceea52a959bd6de9390,0.9998589754104614,0.99984306,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
2466,2817,dita_document:db367fed118aa2ba6085,dita_document:f564312c21f005abe333,0.9998545050621032,0.99985147,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
5488,7655,dita_document:5ee7be851083083f535e,dita_document:e5dc5a4017749317fd9b,0.9998446702957152,0.99820507,duplicate/semantic duplicate,Normalized node text is identical.,False,cross_encoder,not_needed
